epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
93,152990,0.87248,0.66295,0.08494,0.8052,1.14071,0.96801,0.95269,0.98111,0.666,0.96916,0.95362,0.98122,0.95177,1.02498,0.2334,0.0073,0.53552,1.3163,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928
94,154066,0.87397,0.65766,0.08549,0.80647,1.14104,0.96892,0.95436,0.98138,0.66503,0.96985,0.95474,0.98133,0.95247,1.02545,0.23377,0.00739,0.53338,1.31689,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
95,155088,0.8695,0.65086,0.08506,0.80485,1.14025,0.96893,0.95462,0.98154,0.66586,0.96979,0.95547,0.98149,0.95288,1.02494,0.23242,0.00735,0.53045,1.31653,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796
96,156104,0.86467,0.64246,0.0845,0.8027,1.13617,0.97051,0.95362,0.98152,0.66598,0.97349,0.95372,0.98144,0.95243,1.02545,0.23217,0.00738,0.52835,1.31724,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373
97,157125,0.86381,0.64072,0.08366,0.79851,1.13639,0.9743,0.95455,0.98142,0.66689,0.97627,0.95422,0.98146,0.95297,1.02491,0.23167,0.00737,0.52603,1.31724,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
98,158144,0.85794,0.64148,0.08343,0.79312,1.13347,0.97408,0.95455,0.9814,0.66632,0.97503,0.95547,0.98147,0.95364,1.02381,0.23146,0.00731,0.52246,1.3164,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598
99,159160,0.85409,0.62473,0.08109,0.78948,1.13094,0.97339,0.95547,0.9815,0.66554,0.97433,0.9564,0.9816,0.95358,1.02318,0.23062,0.00716,0.52035,1.31578,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532
100,160182,0.84854,0.62976,0.08329,0.7846,1.12788,0.97337,0.95455,0.98043,0.66739,0.97582,0.9564,0.98152,0.95377,1.02252,0.23041,0.00727,0.51733,1.3153,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
101,161202,0.84871,0.62107,0.08244,0.78453,1.12534,0.97455,0.95362,0.9807,0.66754,0.97669,0.95547,0.98157,0.95387,1.02114,0.23003,0.00728,0.51594,1.31483,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034
102,162218,0.84731,0.6149,0.08094,0.78293,1.12637,0.97321,0.95547,0.97961,0.66702,0.97727,0.95703,0.98165,0.95373,1.01931,0.22918,0.00747,0.51382,1.31355,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334
103,163237,0.84281,0.61287,0.08116,0.7806,1.1223,0.97262,0.95567,0.97964,0.66796,0.97545,0.95845,0.98167,0.95365,1.0177,0.22968,0.00764,0.51205,1.31311,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
104,164256,0.84168,0.60553,0.08112,0.77753,1.12297,0.97266,0.95706,0.97988,0.66894,0.97549,0.95985,0.98141,0.95419,1.01626,0.22942,0.00742,0.51017,1.31191,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202
105,165270,0.83584,0.60305,0.08082,0.77351,1.12141,0.9727,0.95868,0.97953,0.6686,0.97553,0.96146,0.9815,0.95469,1.01495,0.22816,0.00743,0.5085,1.31085,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136
106,166288,0.83415,0.5919,0.07928,0.76902,1.11656,0.97277,0.96092,0.97927,0.66903,0.97553,0.9616,0.98152,0.95482,1.01335,0.22821,0.00737,0.50654,1.30992,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
107,167309,0.82937,0.58595,0.07897,0.76582,1.11338,0.97218,0.96104,0.97907,0.66977,0.97535,0.96382,0.9816,0.95533,1.0125,0.22798,0.00751,0.50533,1.31007,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004
108,168326,0.82612,0.59017,0.07863,0.76273,1.11414,0.9718,0.96197,0.97929,0.66979,0.97479,0.96382,0.98167,0.95474,1.01166,0.22771,0.00704,0.5038,1.3103,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938
109,169343,0.81863,0.58963,0.07965,0.76094,1.11096,0.97143,0.96197,0.97986,0.67148,0.97467,0.96393,0.98159,0.95524,1.01031,0.22651,0.00688,0.50245,1.31002,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
110,170361,0.81807,0.58028,0.07816,0.75983,1.1079,0.97188,0.96183,0.97929,0.67216,0.97467,0.96385,0.98173,0.95499,1.00928,0.22639,0.00692,0.50031,1.30965,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806
111,171384,0.81677,0.57771,0.07861,0.75984,1.10925,0.97153,0.96197,0.97942,0.67272,0.97466,0.96352,0.98178,0.9548,1.00875,0.22643,0.00698,0.49993,1.30957,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274
112,172398,0.8126,0.56405,0.07723,0.75399,1.10518,0.97164,0.96197,0.9798,0.67359,0.97465,0.9631,0.98174,0.95585,1.00788,0.22602,0.00696,0.49935,1.30953,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
113,173417,0.80948,0.56411,0.07682,0.75285,1.10517,0.97187,0.96143,0.97997,0.67312,0.97467,0.96371,0.98166,0.95572,1.00713,0.22553,0.0071,0.49895,1.3091,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608
114,174436,0.80526,0.56305,0.07507,0.74774,1.10304,0.97185,0.96093,0.98023,0.67406,0.97466,0.96356,0.98174,0.95679,1.00569,0.22573,0.00693,0.49774,1.30794,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542
115,175454,0.8021,0.56057,0.07611,0.74624,1.10295,0.97184,0.96044,0.98005,0.67405,0.97466,0.96322,0.98161,0.95679,1.00462,0.22519,0.00683,0.49825,1.3075,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
116,176473,0.79924,0.55059,0.07624,0.73878,1.10265,0.97184,0.96045,0.98001,0.67486,0.97466,0.96323,0.98159,0.95682,1.00407,0.22389,0.0071,0.49823,1.30738,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241
117,177493,0.78954,0.54416,0.07528,0.73784,1.09532,0.97184,0.96047,0.97965,0.6745,0.97466,0.96325,0.98149,0.95581,1.00318,0.22277,0.00691,0.49904,1.30708,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344
118,178508,0.7904,0.54328,0.07601,0.73865,1.09591,0.97185,0.96088,0.97934,0.67519,0.97467,0.96366,0.98151,0.95584,1.00247,0.22266,0.00679,0.49986,1.30706,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
119,179529,0.7882,0.53687,0.07419,0.73438,1.09446,0.97152,0.96104,0.97904,0.67574,0.97433,0.96382,0.98097,0.95586,1.00152,0.22226,0.00699,0.49909,1.30717,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212
120,180548,0.7844,0.53616,0.07423,0.73514,1.09222,0.97089,0.96104,0.979,0.67558,0.9737,0.96382,0.9808,0.95575,1.00082,0.22194,0.00666,0.4982,1.3071,0.006438,0.002146,0.006438,0.002146,0.006438,0.002146,0.006438,0.002146
121,181567,0.77906,0.53141,0.07355,0.7284,1.08936,0.97446,0.95556,0.97892,0.67615,0.9773,0.95834,0.98083,0.95618,1.00008,0.2226,0.00668,0.49866,1.30687,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
122,182589,0.77617,0.53052,0.07459,0.72341,1.08793,0.97447,0.95619,0.9784,0.67733,0.97731,0.95897,0.98078,0.95577,0.99947,0.22176,0.00644,0.49827,1.30693,0.006042,0.002014,0.006042,0.002014,0.006042,0.002014,0.006042,0.002014
123,183620,0.77387,0.52796,0.07281,0.7253,1.08634,0.97394,0.95547,0.97806,0.67936,0.97677,0.95826,0.98067,0.956,0.99837,0.22198,0.00638,0.49742,1.30667,0.005844,0.001948,0.005844,0.001948,0.005844,0.001948,0.005844,0.001948
124,184616,0.77023,0.51219,0.07268,0.72159,1.08329,0.974,0.95455,0.97806,0.67742,0.97684,0.95733,0.98071,0.9563,0.99765,0.22147,0.00623,0.49729,1.30628,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
125,185573,0.76535,0.51061,0.07237,0.72106,1.08261,0.97457,0.95455,0.97828,0.67682,0.97741,0.95733,0.98094,0.95738,0.99739,0.2208,0.00641,0.4974,1.30648,0.005448,0.001816,0.005448,0.001816,0.005448,0.001816,0.005448,0.001816
126,186522,0.76196,0.50707,0.07152,0.72006,1.08029,0.97491,0.95455,0.97833,0.67622,0.97776,0.95733,0.98084,0.95602,0.99651,0.22007,0.00665,0.49756,1.30656,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175
127,187474,0.75927,0.50682,0.07192,0.71384,1.07912,0.97534,0.95395,0.97879,0.67689,0.97818,0.95646,0.97712,0.95396,0.99518,0.21965,0.00644,0.49835,1.30616,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
128,188429,0.75114,0.49817,0.07086,0.70484,1.07476,0.97679,0.95362,0.97481,0.67617,0.97932,0.9564,0.97723,0.95436,0.99492,0.21957,0.0063,0.49823,1.30669,0.004854,0.001618,0.004854,0.001618,0.004854,0.001618,0.004854,0.001618
129,189377,0.74723,0.49332,0.06949,0.70398,1.07129,0.97635,0.95176,0.97475,0.6768,0.97815,0.95535,0.97718,0.95459,0.9943,0.21939,0.00631,0.49821,1.30687,0.004656,0.001552,0.004656,0.001552,0.004656,0.001552,0.004656,0.001552
130,190331,0.74278,0.48431,0.06949,0.69867,1.07036,0.97622,0.95199,0.97471,0.677,0.97909,0.9554,0.97715,0.95426,0.99387,0.21938,0.00623,0.49805,1.3072,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
131,191280,0.73892,0.47889,0.06935,0.6942,1.06922,0.97715,0.95189,0.97486,0.67571,0.98002,0.95536,0.97711,0.95441,0.99321,0.21984,0.00621,0.49747,1.30707,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142
132,192235,0.7339,0.47986,0.06854,0.69239,1.06577,0.97634,0.95269,0.97461,0.6761,0.9791,0.95589,0.97713,0.95496,0.99283,0.21993,0.00621,0.49727,1.30788,0.004062,0.001354,0.004062,0.001354,0.004062,0.001354,0.004062,0.001354
133,193183,0.72877,0.47618,0.06859,0.69264,1.06331,0.97687,0.95269,0.974,0.67655,0.97546,0.95878,0.97691,0.95475,0.99167,0.21926,0.00624,0.49665,1.30788,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
134,194136,0.72883,0.46801,0.06873,0.69463,1.06235,0.97721,0.95176,0.97446,0.67612,0.97458,0.95826,0.97665,0.95411,0.99075,0.21831,0.00642,0.49557,1.30819,0.003666,0.001222,0.003666,0.001222,0.003666,0.001222,0.003666,0.001222
135,195088,0.72401,0.46771,0.06849,0.69156,1.0613,0.97525,0.95362,0.97399,0.67702,0.97547,0.95916,0.97649,0.95421,0.99027,0.21826,0.00644,0.49534,1.30874,0.003468,0.001156,0.003468,0.001156,0.003468,0.001156,0.003468,0.001156
136,196036,0.72212,0.45652,0.06716,0.69039,1.05929,0.97454,0.95362,0.97318,0.67657,0.97546,0.96011,0.97655,0.95418,0.98982,0.21845,0.00646,0.49557,1.30888,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
137,196988,0.71324,0.45248,0.06707,0.68016,1.05658,0.97442,0.95414,0.9728,0.6763,0.97549,0.95989,0.97661,0.95416,0.98959,0.21777,0.00657,0.49579,1.30919,0.003072,0.001024,0.003072,0.001024,0.003072,0.001024,0.003072,0.001024
138,197937,0.70802,0.44664,0.06511,0.67713,1.05308,0.97264,0.95639,0.97238,0.67696,0.97548,0.95941,0.97637,0.95359,0.98958,0.21756,0.00671,0.49525,1.30955,0.002874,0.000958,0.002874,0.000958,0.002874,0.000958,0.002874,0.000958
139,198893,0.7042,0.43641,0.06492,0.67403,1.05029,0.97264,0.9563,0.97208,0.67785,0.97548,0.95949,0.97623,0.95339,0.98911,0.21743,0.00666,0.49551,1.30958,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
140,199842,0.70139,0.44156,0.06664,0.67344,1.05067,0.97262,0.95551,0.97205,0.67791,0.97547,0.9592,0.97584,0.95275,0.98834,0.21741,0.00664,0.49568,1.30998,0.002478,0.000826,0.002478,0.000826,0.002478,0.000826,0.002478,0.000826
141,200835,0.6027,0.25875,0.02407,0.58412,1.00927,0.97447,0.95601,0.97214,0.6783,0.9764,0.95948,0.97543,0.95286,0.98785,0.21698,0.00654,0.49522,1.30998,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076
142,201789,0.59197,0.25324,0.02302,0.57793,1.0029,0.97632,0.95631,0.97237,0.67882,0.97649,0.95918,0.97506,0.95307,0.98687,0.21672,0.00635,0.49437,1.31007,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
143,202738,0.58196,0.25132,0.02309,0.57157,0.99627,0.97725,0.9564,0.9725,0.6778,0.9783,0.95918,0.975,0.95283,0.98577,0.21656,0.00622,0.49418,1.31009,0.001884,0.000628,0.001884,0.000628,0.001884,0.000628,0.001884,0.000628
144,203691,0.57599,0.241,0.02208,0.56752,0.99441,0.97624,0.9564,0.97267,0.67901,0.97788,0.95918,0.97497,0.95256,0.98542,0.21577,0.00614,0.49377,1.31045,0.001686,0.000562,0.001686,0.000562,0.001686,0.000562,0.001686,0.000562
145,204638,0.56737,0.23815,0.02084,0.56232,0.9886,0.97721,0.95482,0.97269,0.67951,0.97766,0.96011,0.975,0.95317,0.98465,0.21497,0.00606,0.49411,1.31104,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
146,205590,0.55972,0.2324,0.02126,0.55749,0.98508,0.97903,0.95292,0.97267,0.67938,0.97826,0.96011,0.97493,0.95299,0.98419,0.21505,0.00609,0.49355,1.3117,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043
147,206538,0.55466,0.22897,0.02114,0.55258,0.98224,0.97904,0.95324,0.97269,0.67837,0.98042,0.95733,0.97483,0.95243,0.98334,0.21477,0.00561,0.49212,1.31247,0.001092,0.000364,0.001092,0.000364,0.001092,0.000364,0.001092,0.000364
148,207489,0.54793,0.22909,0.02038,0.55061,0.9767,0.97904,0.95305,0.97273,0.67974,0.98028,0.9564,0.97474,0.95209,0.98286,0.2146,0.0055,0.4913,1.31334,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
149,208440,0.54163,0.22776,0.02013,0.5463,0.97374,0.98067,0.95269,0.97263,0.67933,0.98188,0.95507,0.9747,0.95226,0.98203,0.21447,0.00541,0.49065,1.31376,0.000696,0.000232,0.000696,0.000232,0.000696,0.000232,0.000696,0.000232
150,209387,0.53866,0.2247,0.02072,0.54379,0.97394,0.98273,0.95011,0.97264,0.68017,0.98329,0.95455,0.9746,0.95217,0.98169,0.21461,0.00534,0.48984,1.31496,0.000498,0.000166,0.000498,0.000166,0.000498,0.000166,0.000498,0.000166
