epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
117,18858.7,0.89515,0.71256,0.09343,0.88316,1.14828,0.90349,0.91651,0.95746,0.6317,0.93272,0.93877,0.97312,0.9321,1.05037,0.27576,0.00914,0.61412,1.31775,0.0001172,0.0001172,0.0001172
118,19694.1,0.90109,0.71994,0.09395,0.88068,1.15007,0.90409,0.91837,0.95861,0.63195,0.93372,0.94063,0.97364,0.93184,1.05007,0.2755,0.00909,0.61079,1.31776,0.0001139,0.0001139,0.0001139
119,20524.7,0.88959,0.70333,0.09393,0.88005,1.14659,0.91127,0.91458,0.9593,0.63179,0.93723,0.94063,0.97411,0.93151,1.04988,0.27516,0.00901,0.60947,1.31782,0.0001106,0.0001106,0.0001106
120,21356.8,0.89349,0.70669,0.09261,0.87956,1.14923,0.9122,0.91556,0.96,0.63234,0.93855,0.94156,0.97475,0.93275,1.04971,0.27505,0.00898,0.60739,1.31803,0.0001073,0.0001073,0.0001073
121,22184.7,0.89325,0.70029,0.09246,0.87691,1.14721,0.91547,0.91422,0.96044,0.63195,0.94192,0.94063,0.97519,0.93319,1.04979,0.27485,0.00896,0.60542,1.31818,0.000104,0.000104,0.000104
122,23016.3,0.89156,0.70592,0.0936,0.87752,1.14571,0.91796,0.91651,0.96162,0.63321,0.9426,0.94156,0.97581,0.93351,1.04918,0.27478,0.00896,0.60271,1.31814,0.0001007,0.0001007,0.0001007
123,23848.7,0.88768,0.69984,0.0928,0.87776,1.14373,0.91989,0.91613,0.9623,0.63337,0.94543,0.94156,0.9761,0.93289,1.0485,0.27446,0.00895,0.60131,1.31805,9.74e-05,9.74e-05,9.74e-05
124,24677.3,0.88682,0.69523,0.09225,0.87035,1.14504,0.91781,0.92208,0.96348,0.63514,0.95025,0.94249,0.97643,0.93395,1.04851,0.27408,0.00894,0.59791,1.31809,9.41e-05,9.41e-05,9.41e-05
125,25509.5,0.88879,0.69464,0.09239,0.86844,1.14526,0.93217,0.91785,0.96437,0.63645,0.94994,0.94249,0.97665,0.93294,1.04836,0.27426,0.00886,0.59493,1.31827,9.08e-05,9.08e-05,9.08e-05
126,26340.2,0.88244,0.68511,0.09153,0.86593,1.14359,0.93205,0.91617,0.96463,0.63527,0.95268,0.94249,0.97691,0.93377,1.04773,0.27386,0.00886,0.59402,1.31804,8.75e-05,8.75e-05,8.75e-05
127,27171.7,0.87671,0.68226,0.09239,0.86498,1.14179,0.93361,0.91651,0.96538,0.63521,0.95313,0.94324,0.97706,0.93387,1.04726,0.27388,0.00888,0.59154,1.3176,8.42e-05,8.42e-05,8.42e-05
128,28003.1,0.87857,0.68714,0.09196,0.86004,1.13956,0.9317,0.91929,0.96559,0.6373,0.95186,0.94156,0.97722,0.93421,1.04679,0.27428,0.00892,0.59048,1.3177,8.09e-05,8.09e-05,8.09e-05
129,28838.2,0.87816,0.67613,0.0903,0.85817,1.13802,0.92876,0.92022,0.96487,0.6354,0.95093,0.94249,0.97718,0.93436,1.04673,0.27409,0.00895,0.59151,1.31788,7.76e-05,7.76e-05,7.76e-05
130,29669.4,0.87643,0.68118,0.091,0.85655,1.13978,0.93243,0.91929,0.96515,0.63723,0.95596,0.94249,0.97732,0.93513,1.04641,0.27375,0.00897,0.59058,1.31788,7.43e-05,7.43e-05,7.43e-05
131,30511.1,0.87564,0.67632,0.09131,0.85834,1.13905,0.93204,0.91929,0.96515,0.63626,0.95555,0.94249,0.97743,0.93555,1.04625,0.2736,0.00897,0.58999,1.31821,7.1e-05,7.1e-05,7.1e-05
132,31355,0.87467,0.68347,0.0908,0.8583,1.13667,0.93737,0.91929,0.96699,0.63861,0.96033,0.94307,0.97847,0.93634,1.04634,0.27352,0.00891,0.5855,1.3184,6.77e-05,6.77e-05,6.77e-05
133,32193.2,0.87009,0.67562,0.08989,0.8536,1.13448,0.94229,0.91929,0.96799,0.63927,0.96106,0.94341,0.9789,0.93652,1.04632,0.27388,0.00898,0.58249,1.31861,6.44e-05,6.44e-05,6.44e-05
134,33040,0.8684,0.67082,0.09027,0.85564,1.13356,0.94286,0.92022,0.96789,0.64015,0.9621,0.94341,0.97903,0.93699,1.04622,0.274,0.00895,0.58127,1.31867,6.11e-05,6.11e-05,6.11e-05
135,33874.2,0.86982,0.67229,0.09058,0.85679,1.13433,0.94355,0.92022,0.96806,0.64199,0.96237,0.94341,0.97923,0.93738,1.04618,0.27389,0.00894,0.58022,1.31866,5.78e-05,5.78e-05,5.78e-05
136,34712.5,0.86576,0.66817,0.09045,0.84822,1.13363,0.94123,0.92301,0.96885,0.64211,0.96252,0.94434,0.97927,0.93745,1.04598,0.27389,0.00893,0.57756,1.3184,5.45e-05,5.45e-05,5.45e-05
137,35592.3,0.86717,0.67079,0.08943,0.85062,1.13251,0.94206,0.92393,0.96904,0.64227,0.96381,0.94527,0.97928,0.93744,1.04605,0.27368,0.00895,0.57708,1.31858,5.12e-05,5.12e-05,5.12e-05
138,36436.6,0.86445,0.65827,0.08943,0.84052,1.13123,0.93976,0.92617,0.9698,0.64362,0.96294,0.9462,0.97943,0.93796,1.04609,0.27379,0.00925,0.57427,1.31835,4.79e-05,4.79e-05,4.79e-05
139,37275.5,0.86134,0.66208,0.08981,0.84841,1.13019,0.93822,0.92974,0.96989,0.64423,0.9632,0.94699,0.97949,0.93814,1.04692,0.27391,0.00924,0.57322,1.31915,4.46e-05,4.46e-05,4.46e-05
140,38114.1,0.86261,0.6463,0.08804,0.84292,1.12873,0.93901,0.93135,0.97045,0.64486,0.96112,0.94805,0.97965,0.93818,1.04651,0.27382,0.00919,0.57079,1.31896,4.13e-05,4.13e-05,4.13e-05
141,38911.8,0.78788,0.42283,0.03672,0.71572,1.1189,0.93864,0.93043,0.97004,0.64495,0.95861,0.94712,0.97934,0.93832,1.04636,0.27367,0.00914,0.57078,1.31941,3.8e-05,3.8e-05,3.8e-05
142,39702,0.77258,0.40866,0.03473,0.69871,1.1107,0.94477,0.93621,0.97155,0.64537,0.95379,0.94805,0.97967,0.93894,1.04548,0.2737,0.00905,0.56487,1.31857,3.47e-05,3.47e-05,3.47e-05
143,40492.7,0.77176,0.40854,0.03384,0.69526,1.11126,0.94832,0.93628,0.9725,0.64623,0.95405,0.94805,0.9799,0.93834,1.045,0.27351,0.00888,0.56078,1.31859,3.14e-05,3.14e-05,3.14e-05
144,41288,0.76681,0.40285,0.0331,0.69478,1.10348,0.9475,0.93878,0.97307,0.64693,0.95073,0.94898,0.98002,0.93874,1.04462,0.27342,0.00875,0.55864,1.3185,2.81e-05,2.81e-05,2.81e-05
145,42084.3,0.76162,0.3985,0.03472,0.6909,1.10279,0.94754,0.9397,0.97389,0.64825,0.95165,0.94935,0.98036,0.93974,1.0443,0.27286,0.00859,0.55495,1.31873,2.48e-05,2.48e-05,2.48e-05
146,42874.7,0.76062,0.40214,0.03369,0.68716,1.10086,0.94809,0.94063,0.97445,0.64843,0.95283,0.94898,0.98046,0.93953,1.04346,0.27198,0.00851,0.55267,1.31842,2.15e-05,2.15e-05,2.15e-05
147,43665.3,0.75827,0.39394,0.03362,0.68678,1.10039,0.9509,0.94249,0.97525,0.64839,0.95261,0.95105,0.98078,0.93952,1.04373,0.27157,0.00831,0.54873,1.31836,1.82e-05,1.82e-05,1.82e-05
148,44454.3,0.75608,0.39458,0.03282,0.68456,1.09876,0.9568,0.9451,0.97598,0.65015,0.95779,0.94991,0.98114,0.94006,1.04336,0.27144,0.00842,0.54398,1.3178,1.49e-05,1.49e-05,1.49e-05
149,45251.4,0.75156,0.39026,0.03246,0.68169,1.09734,0.96082,0.94341,0.97651,0.65029,0.9641,0.95083,0.98149,0.94031,1.04298,0.2713,0.00829,0.54128,1.31792,1.16e-05,1.16e-05,1.16e-05
150,46058.2,0.7511,0.38844,0.03211,0.67976,1.09586,0.96094,0.9462,0.97696,0.65033,0.96517,0.95099,0.98179,0.94087,1.04257,0.27094,0.0082,0.53781,1.31784,8.3e-06,8.3e-06,8.3e-06
