epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
111,26917.9,0.97948,0.9759,0.1107,0.9824,1.20094,0.84857,0.8692,0.91843,0.64798,0.92062,0.90365,0.95857,0.9174,0.99971,0.30078,0.00502,0.65629,1.24987,1.37e-05,1.37e-05,1.37e-05
112,27365.1,0.98407,0.97534,0.11035,0.9879,1.19989,0.84927,0.86735,0.91793,0.6474,0.92158,0.90631,0.95856,0.9171,0.99958,0.30048,0.00499,0.65597,1.25008,1.337e-05,1.337e-05,1.337e-05
113,27813.1,0.98206,1.00235,0.11063,0.98488,1.20128,0.85056,0.86549,0.91751,0.6462,0.92073,0.90538,0.95854,0.91705,0.99942,0.3002,0.00495,0.65691,1.25023,1.304e-05,1.304e-05,1.304e-05
114,28261.4,0.9809,0.99306,0.11081,0.99404,1.19961,0.85075,0.86717,0.91753,0.64641,0.92074,0.90538,0.9588,0.91709,0.99969,0.29993,0.00494,0.65558,1.25095,1.271e-05,1.271e-05,1.271e-05
115,28709.5,0.9709,0.97525,0.10953,0.98718,1.19552,0.84978,0.86587,0.91688,0.64668,0.91812,0.90492,0.959,0.91746,0.99991,0.29971,0.00489,0.65553,1.25126,1.238e-05,1.238e-05,1.238e-05
116,29157.7,0.97962,0.98453,0.1097,0.98325,1.19777,0.85346,0.86444,0.91639,0.64682,0.91849,0.90445,0.95904,0.91745,0.99983,0.29965,0.00487,0.65579,1.25155,1.205e-05,1.205e-05,1.205e-05
117,29605.6,0.98053,0.99501,0.11222,0.98227,1.1997,0.85491,0.86178,0.91641,0.64707,0.91842,0.90353,0.9593,0.91765,0.99939,0.29918,0.00481,0.65541,1.25174,1.172e-05,1.172e-05,1.172e-05
118,30052.7,0.97744,0.9774,0.10954,0.98682,1.19609,0.85458,0.86132,0.91569,0.64581,0.9173,0.90544,0.95916,0.91749,0.99933,0.29901,0.00479,0.65599,1.25264,1.139e-05,1.139e-05,1.139e-05
119,30501,0.9792,0.97849,0.11041,0.97813,1.19989,0.85437,0.85807,0.91536,0.64594,0.91805,0.90445,0.95917,0.91773,0.99955,0.29841,0.00478,0.65555,1.25301,1.106e-05,1.106e-05,1.106e-05
120,30949.3,0.97117,0.96907,0.10844,0.98288,1.19261,0.84808,0.85961,0.9152,0.64476,0.91628,0.90358,0.95907,0.91758,0.99924,0.29822,0.00476,0.65543,1.25305,1.073e-05,1.073e-05,1.073e-05
121,31397.4,0.9787,0.99164,0.10991,0.98162,1.19809,0.84839,0.85993,0.91527,0.64505,0.91899,0.90538,0.95907,0.9175,0.99939,0.2981,0.00477,0.65438,1.25337,1.04e-05,1.04e-05,1.04e-05
122,31844.9,0.96562,0.9723,0.10843,0.97804,1.18815,0.84592,0.85993,0.91531,0.64492,0.91771,0.90538,0.95901,0.91796,0.99936,0.29791,0.00479,0.6541,1.2536,1.007e-05,1.007e-05,1.007e-05
123,32293.5,0.97024,0.95484,0.10889,0.97784,1.18685,0.84918,0.85807,0.91475,0.64435,0.91894,0.9044,0.95894,0.91778,0.99934,0.29777,0.0048,0.65376,1.25377,9.74e-06,9.74e-06,9.74e-06
124,32741.9,0.96744,0.9696,0.1094,0.97545,1.19255,0.84634,0.85836,0.91464,0.6442,0.918,0.9026,0.95883,0.91801,1.00148,0.2978,0.00501,0.65434,1.25724,9.41e-06,9.41e-06,9.41e-06
125,33189.9,0.96774,0.96785,0.10743,0.97898,1.19042,0.84709,0.85822,0.91505,0.64506,0.9124,0.90818,0.95901,0.91757,0.99965,0.29739,0.00483,0.65392,1.25428,9.08e-06,9.08e-06,9.08e-06
126,33638.5,0.96814,0.94313,0.10815,0.97984,1.19366,0.84681,0.85714,0.91495,0.645,0.91248,0.9091,0.95898,0.9183,0.99974,0.29738,0.00479,0.65396,1.25469,8.75e-06,8.75e-06,8.75e-06
127,34086.4,0.96527,0.97461,0.11091,0.96268,1.18873,0.84559,0.85852,0.9149,0.64419,0.91289,0.90724,0.95906,0.91825,0.99963,0.29692,0.00476,0.65348,1.25489,8.42e-06,8.42e-06,8.42e-06
128,34532.5,0.96027,0.95377,0.10734,0.96197,1.18749,0.84634,0.85836,0.91553,0.64527,0.91305,0.90445,0.9592,0.9179,1.00003,0.29697,0.00474,0.65228,1.25517,8.09e-06,8.09e-06,8.09e-06
129,34975.4,0.96524,0.95484,0.11029,0.97483,1.18836,0.85064,0.85714,0.9164,0.64575,0.91315,0.9071,0.95935,0.91825,1.0002,0.29707,0.00468,0.65132,1.25542,7.76e-06,7.76e-06,7.76e-06
130,35417.9,0.96144,0.94262,0.10825,0.96815,1.188,0.85228,0.85637,0.91661,0.64582,0.91483,0.9026,0.95948,0.91842,1.00055,0.2971,0.00466,0.65125,1.25564,7.43e-06,7.43e-06,7.43e-06
131,35859.7,0.9663,0.95829,0.10865,0.97643,1.19077,0.85201,0.86085,0.91702,0.64629,0.91466,0.9026,0.9595,0.91803,1.00066,0.2968,0.00465,0.65045,1.25578,7.1e-06,7.1e-06,7.1e-06
132,36301.1,0.96104,0.96149,0.10686,0.96235,1.18783,0.85109,0.85993,0.91733,0.64646,0.91625,0.90319,0.95967,0.91764,1.00067,0.29654,0.00464,0.65023,1.25599,6.77e-06,6.77e-06,6.77e-06
133,36742.6,0.96129,0.95023,0.10916,0.96734,1.18749,0.84518,0.86594,0.91727,0.64524,0.91415,0.90445,0.9598,0.91808,1.00095,0.29623,0.00463,0.65037,1.25634,6.44e-06,6.44e-06,6.44e-06
134,37184.3,0.95934,0.94824,0.10944,0.96122,1.19095,0.84258,0.86735,0.91738,0.64576,0.91337,0.90816,0.95986,0.91762,1.0012,0.2962,0.00464,0.64995,1.25658,6.11e-06,6.11e-06,6.11e-06
135,37625.6,0.9596,0.94595,0.10717,0.96457,1.18617,0.84394,0.86735,0.91724,0.64563,0.91579,0.90798,0.95995,0.91796,1.00103,0.2961,0.00462,0.64947,1.25674,5.78e-06,5.78e-06,5.78e-06
136,38067.1,0.96128,0.97927,0.10886,0.96865,1.18932,0.84258,0.86827,0.91633,0.64598,0.91578,0.90778,0.95986,0.91814,1.00106,0.29613,0.00461,0.64978,1.25697,5.45e-06,5.45e-06,5.45e-06
137,38508,0.95795,0.95314,0.10645,0.96506,1.18438,0.84107,0.86827,0.9158,0.64595,0.9157,0.90685,0.95982,0.91807,1.00138,0.29618,0.00461,0.65035,1.25722,5.12e-06,5.12e-06,5.12e-06
138,38949.2,0.955,0.93573,0.10655,0.95429,1.18604,0.84105,0.86881,0.91531,0.64471,0.91551,0.9047,0.9598,0.9184,1.0017,0.29625,0.00461,0.65037,1.2577,4.79e-06,4.79e-06,4.79e-06
139,39390.5,0.95114,0.93807,0.10872,0.9578,1.18262,0.84126,0.86735,0.91445,0.6453,0.91411,0.90353,0.95973,0.91821,1.00162,0.29561,0.00462,0.65146,1.25789,4.46e-06,4.46e-06,4.46e-06
140,39831.4,0.95402,0.93222,0.10709,0.95832,1.18221,0.83866,0.86735,0.91338,0.64401,0.91368,0.9033,0.95966,0.91799,1.00153,0.29547,0.00462,0.65276,1.25801,4.13e-06,4.13e-06,4.13e-06
141,40274.3,0.85045,0.57107,0.04243,0.80153,1.17367,0.83825,0.86532,0.91155,0.64173,0.91737,0.90074,0.95949,0.91796,1.00233,0.29546,0.00456,0.65512,1.25868,3.8e-06,3.8e-06,3.8e-06
142,40713.2,0.84602,0.55287,0.04035,0.78889,1.17321,0.83751,0.86063,0.90911,0.6395,0.91991,0.90074,0.95936,0.91765,1.0029,0.29538,0.00446,0.65804,1.25934,3.47e-06,3.47e-06,3.47e-06
143,41152.2,0.83984,0.56006,0.0408,0.78743,1.16559,0.83471,0.85158,0.90522,0.63702,0.9213,0.90131,0.95948,0.91756,1.00314,0.29514,0.00432,0.66155,1.25975,3.14e-06,3.14e-06,3.14e-06
144,41590.9,0.83555,0.55636,0.04017,0.78767,1.16538,0.83304,0.84601,0.90178,0.63406,0.92491,0.89796,0.95917,0.9176,1.00345,0.29497,0.00421,0.66438,1.26077,2.81e-06,2.81e-06,2.81e-06
145,42029.8,0.83401,0.5528,0.04079,0.78061,1.15765,0.83273,0.83952,0.90055,0.63332,0.92569,0.89889,0.95902,0.91765,1.00395,0.29491,0.00416,0.66661,1.26123,2.48e-06,2.48e-06,2.48e-06
146,467.591,0.95293,0.94298,0.10941,0.95967,1.18351,0.83253,0.8393,0.90033,0.6332,0.92589,0.89889,0.95897,0.91724,1.00402,0.29491,0.00418,0.66595,1.26108,2.15e-06,2.15e-06,2.15e-06
147,921.359,0.96861,0.95419,0.10738,0.96891,1.19021,0.83209,0.84128,0.9005,0.63321,0.92747,0.89889,0.95889,0.91732,1.00404,0.29503,0.00421,0.66609,1.26117,1.82e-06,1.82e-06,1.82e-06
148,1372.87,0.95887,0.96158,0.10828,0.96934,1.18969,0.83323,0.8423,0.90076,0.63358,0.92677,0.89889,0.95899,0.91715,1.00388,0.29499,0.00419,0.66555,1.26113,1.49e-06,1.49e-06,1.49e-06
149,1825.64,0.96017,0.97052,0.10752,0.96179,1.18333,0.83237,0.84296,0.90132,0.63459,0.92505,0.89981,0.95906,0.91725,1.00391,0.29495,0.00422,0.66464,1.26113,1.16e-06,1.16e-06,1.16e-06
150,2277.62,0.96011,0.94326,0.10914,0.97057,1.19046,0.83405,0.83921,0.90134,0.63394,0.9251,0.90074,0.95917,0.91734,1.00395,0.29482,0.00429,0.66476,1.26174,8.3e-07,8.3e-07,8.3e-07
