epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,22378.5,1.12507,1.11932,0.13317,1.19633,1.32103,0.85874,0.80519,0.91268,0.59229,0.88953,0.84404,0.94243,0.89173,1.15069,0.30422,0.01567,0.84687,1.39954,0.0004571,0.0004571,0.0004571
15,23958.5,1.11411,1.09885,0.12979,1.18466,1.31589,0.87241,0.82454,0.9276,0.60404,0.89637,0.85049,0.94897,0.901,1.1403,0.30144,0.01695,0.82602,1.39219,0.0004538,0.0004538,0.0004538
16,25540.4,1.1015,1.07928,0.12684,1.1812,1.3081,0.86027,0.81673,0.91266,0.59403,0.90651,0.85622,0.95213,0.90448,1.13276,0.29831,0.01639,0.82437,1.38994,0.0004505,0.0004505,0.0004505
17,27121.6,1.09231,1.049,0.12454,1.16432,1.30294,0.83168,0.82282,0.90722,0.58916,0.87921,0.86642,0.9478,0.90151,1.12165,0.28532,0.0151,0.82496,1.37902,0.0004472,0.0004472,0.0004472
18,28702.3,1.07797,1.00528,0.12135,1.15073,1.29265,0.8326,0.81725,0.91026,0.59768,0.89006,0.86366,0.94865,0.90201,1.11147,0.28116,0.01289,0.82584,1.36974,0.0004439,0.0004439,0.0004439
19,30292.6,1.06467,0.9861,0.11966,1.14436,1.28326,0.81366,0.82282,0.90648,0.59583,0.87753,0.87755,0.95106,0.90653,1.10401,0.28102,0.01279,0.81787,1.36771,0.0004406,0.0004406,0.0004406
20,33838.1,1.06544,0.96946,0.11601,1.13524,1.27957,0.8143,0.82004,0.90945,0.59323,0.88104,0.8692,0.94861,0.90547,1.10049,0.27514,0.01295,0.81246,1.36979,0.0004373,0.0004373,0.0004373
21,35652.9,1.04829,0.95505,0.11474,1.12378,1.27195,0.80997,0.81848,0.90751,0.58996,0.87212,0.86673,0.94779,0.90694,1.09678,0.27266,0.01279,0.80228,1.36748,0.000434,0.000434,0.000434
22,37186.3,1.03351,0.93323,0.11265,1.11443,1.26318,0.79827,0.82961,0.90556,0.58786,0.8582,0.88141,0.94577,0.90366,1.09225,0.27025,0.01195,0.79816,1.36201,0.0004307,0.0004307,0.0004307
23,38712.8,1.02966,0.91485,0.11214,1.10956,1.25864,0.80355,0.83855,0.90893,0.5888,0.86221,0.88811,0.9491,0.90799,1.09089,0.2686,0.01111,0.78761,1.36112,0.0004274,0.0004274,0.0004274
24,41312.5,1.02385,0.89901,0.11002,1.10259,1.25361,0.80433,0.83889,0.91168,0.59223,0.85947,0.89074,0.94948,0.90786,1.08788,0.26848,0.01099,0.78219,1.3591,0.0004241,0.0004241,0.0004241
25,43049.4,1.00975,0.88203,0.10717,1.09064,1.24734,0.78072,0.84416,0.90615,0.58687,0.83977,0.89455,0.94869,0.90763,1.08291,0.26488,0.01061,0.77921,1.35583,0.0004208,0.0004208,0.0004208
26,1561.76,1.00587,0.86983,0.10822,1.08727,1.24873,0.78783,0.8423,0.90837,0.58786,0.84224,0.89239,0.94849,0.90672,1.08355,0.26536,0.01056,0.77542,1.35558,0.0004175,0.0004175,0.0004175
27,3087.13,1.01142,0.88483,0.10932,1.09768,1.24876,0.77892,0.84694,0.90623,0.58709,0.83702,0.89089,0.9479,0.90539,1.08325,0.26505,0.01066,0.77327,1.35474,0.0004142,0.0004142,0.0004142
28,5671.88,1.00302,0.86748,0.10635,1.09034,1.24457,0.77224,0.84787,0.90537,0.58578,0.83685,0.88976,0.9461,0.90428,1.08214,0.26488,0.0104,0.77022,1.35496,0.0004109,0.0004109,0.0004109
29,7192.99,0.9969,0.85675,0.10525,1.08039,1.23715,0.77272,0.84839,0.90601,0.58717,0.83393,0.89518,0.94484,0.90317,1.08082,0.2642,0.01019,0.76809,1.35521,0.0004076,0.0004076,0.0004076
30,8713.23,0.98399,0.83556,0.10375,1.0734,1.23002,0.77061,0.85077,0.90526,0.58736,0.82995,0.89641,0.94502,0.90462,1.07904,0.26337,0.01007,0.76635,1.35516,0.0004043,0.0004043,0.0004043
31,10234.3,0.9764,0.81059,0.10235,1.0647,1.22276,0.77299,0.85343,0.9058,0.58643,0.82909,0.89553,0.94504,0.90534,1.07718,0.2622,0.00991,0.76153,1.35452,0.000401,0.000401,0.000401
32,11755.9,0.97021,0.80253,0.10127,1.05793,1.22081,0.77299,0.85343,0.90519,0.5867,0.82933,0.89425,0.94558,0.90513,1.0751,0.26086,0.00984,0.75956,1.3529,0.0003977,0.0003977,0.0003977
33,13276.7,0.96191,0.79448,0.10053,1.05569,1.21663,0.76858,0.85529,0.90496,0.58745,0.82832,0.89703,0.94596,0.90664,1.07361,0.25994,0.00972,0.75615,1.35197,0.0003944,0.0003944,0.0003944
34,14799,0.96071,0.78855,0.09959,1.04865,1.21308,0.77199,0.85622,0.90544,0.58777,0.82847,0.89703,0.94629,0.90685,1.07264,0.25872,0.0097,0.75288,1.35072,0.0003911,0.0003911,0.0003911
35,16327.1,0.95024,0.77359,0.10029,1.04189,1.20972,0.76755,0.86072,0.90395,0.58556,0.82925,0.8965,0.94572,0.90632,1.07187,0.25743,0.00971,0.75074,1.35017,0.0003878,0.0003878,0.0003878
36,17851,0.94379,0.75948,0.09692,1.0337,1.20334,0.76788,0.86178,0.90348,0.58598,0.8293,0.89425,0.94507,0.90655,1.07044,0.25667,0.00967,0.74712,1.35018,0.0003845,0.0003845,0.0003845
37,19384.2,0.93794,0.74003,0.09727,1.02786,1.20256,0.76668,0.86265,0.90381,0.58826,0.82824,0.89465,0.94493,0.90587,1.06852,0.25589,0.00955,0.74373,1.34901,0.0003812,0.0003812,0.0003812
38,20912.4,0.93317,0.73415,0.09542,1.01845,1.19776,0.77149,0.86441,0.90304,0.58854,0.82806,0.89518,0.94426,0.90538,1.06721,0.25449,0.00946,0.74032,1.34853,0.0003779,0.0003779,0.0003779
39,22435,0.9265,0.7232,0.09391,1.00539,1.19388,0.76586,0.86456,0.90211,0.58786,0.82566,0.89703,0.94359,0.90612,1.06568,0.25381,0.00938,0.73744,1.34789,0.0003746,0.0003746,0.0003746
40,23956.8,0.92005,0.7158,0.09408,0.99027,1.19061,0.76829,0.86178,0.90133,0.58782,0.82873,0.89425,0.94355,0.90574,1.06372,0.25272,0.00941,0.73358,1.34648,0.0003713,0.0003713,0.0003713
41,25479.1,0.917,0.71411,0.09382,0.9737,1.18745,0.76715,0.85577,0.90045,0.58894,0.83069,0.88754,0.94295,0.90588,1.06251,0.25169,0.00933,0.72917,1.34602,0.000368,0.000368,0.000368
42,27001.3,0.9094,0.70452,0.09318,0.95299,1.18536,0.76418,0.85374,0.89759,0.58656,0.82415,0.89332,0.94097,0.90441,1.06155,0.25081,0.00926,0.72716,1.34542,0.0003647,0.0003647,0.0003647
43,28523,0.90545,0.68236,0.09214,0.94246,1.18342,0.75522,0.85622,0.89696,0.58804,0.82556,0.88126,0.94053,0.90415,1.05955,0.24965,0.00912,0.72337,1.34411,0.0003614,0.0003614,0.0003614
44,30045.9,0.89431,0.67367,0.09081,0.92222,1.17405,0.74702,0.85736,0.89496,0.58737,0.81952,0.8859,0.93851,0.90269,1.05769,0.24855,0.00904,0.72082,1.34294,0.0003581,0.0003581,0.0003581
45,31568.2,0.9007,0.67511,0.08923,0.91328,1.175,0.75151,0.85436,0.89482,0.58717,0.82192,0.8863,0.93942,0.90362,1.05597,0.24804,0.00905,0.7177,1.34217,0.0003548,0.0003548,0.0003548
46,33148.2,0.88932,0.67664,0.09025,0.90181,1.17098,0.75555,0.85065,0.89542,0.58748,0.82569,0.8876,0.94026,0.90574,1.05411,0.24695,0.00911,0.71396,1.34179,0.0003515,0.0003515,0.0003515
47,34737.4,0.88282,0.6628,0.089,0.89596,1.168,0.75961,0.85299,0.8976,0.59013,0.83372,0.88838,0.9425,0.90774,1.05207,0.24519,0.0092,0.70872,1.33943,0.0003482,0.0003482,0.0003482
48,36493.8,0.88193,0.66019,0.08894,0.88815,1.16672,0.76386,0.85622,0.90104,0.59383,0.83653,0.89147,0.9444,0.91076,1.05086,0.24406,0.00924,0.70388,1.33884,0.0003449,0.0003449,0.0003449
49,38014.8,0.88351,0.65728,0.08865,0.88118,1.16521,0.7673,0.85954,0.90359,0.59712,0.83777,0.89332,0.94584,0.91234,1.04937,0.24364,0.00933,0.69868,1.33847,0.0003416,0.0003416,0.0003416
50,39541.7,0.87535,0.6627,0.08698,0.86803,1.16339,0.77598,0.86178,0.9072,0.59993,0.84227,0.89518,0.94765,0.91441,1.0477,0.24281,0.0093,0.69315,1.33759,0.0003383,0.0003383,0.0003383
51,41078.2,0.88168,0.6664,0.08716,0.87157,1.1658,0.78556,0.85978,0.90965,0.60182,0.84456,0.90074,0.94859,0.91526,1.04584,0.24162,0.00933,0.68874,1.33612,0.000335,0.000335,0.000335
52,42601.9,0.87688,0.65381,0.08632,0.85823,1.16123,0.78743,0.86251,0.91203,0.60321,0.84367,0.90445,0.95007,0.91757,1.0445,0.24089,0.0094,0.68505,1.33546,0.0003317,0.0003317,0.0003317
53,44127.1,0.86647,0.64932,0.08733,0.85383,1.15401,0.79728,0.86642,0.91586,0.60608,0.85822,0.90406,0.9517,0.92003,1.04276,0.24034,0.00939,0.67895,1.33452,0.0003284,0.0003284,0.0003284
54,45651.2,0.8633,0.63811,0.08578,0.84588,1.15569,0.80454,0.86549,0.91973,0.60961,0.85809,0.9087,0.95326,0.92069,1.04118,0.23937,0.0094,0.67311,1.33392,0.0003251,0.0003251,0.0003251
55,47175,0.85487,0.62691,0.08631,0.83395,1.1461,0.81444,0.8692,0.92264,0.6125,0.86689,0.90017,0.95483,0.92235,1.03974,0.23861,0.0095,0.66848,1.33356,0.0003218,0.0003218,0.0003218
56,48698.4,0.85794,0.62462,0.08571,0.83007,1.15058,0.81727,0.8754,0.92553,0.61483,0.87242,0.90167,0.9563,0.92433,1.03866,0.23793,0.00949,0.6646,1.33353,0.0003185,0.0003185,0.0003185
57,51010.5,0.85424,0.62533,0.08455,0.82949,1.14879,0.82991,0.87809,0.92954,0.61688,0.88077,0.90451,0.95786,0.92573,1.03791,0.23676,0.00952,0.65973,1.33348,0.0003152,0.0003152,0.0003152
58,52738.7,0.84896,0.61796,0.08365,0.81934,1.14362,0.83635,0.87707,0.93265,0.62172,0.88586,0.90724,0.95978,0.92791,1.03677,0.23623,0.00938,0.65355,1.33332,0.0003119,0.0003119,0.0003119
59,54443.7,0.8441,0.61721,0.08289,0.81209,1.14028,0.8457,0.87956,0.93627,0.62317,0.89377,0.90535,0.96167,0.92988,1.03569,0.23532,0.00938,0.64796,1.33286,0.0003086,0.0003086,0.0003086
60,55963.9,0.84038,0.60745,0.08283,0.80724,1.13905,0.85625,0.87854,0.93949,0.62701,0.89566,0.9078,0.96348,0.93165,1.03403,0.23505,0.00941,0.64272,1.33265,0.0003053,0.0003053,0.0003053
61,57484.4,0.83302,0.60458,0.08221,0.79674,1.13234,0.86115,0.88033,0.94298,0.62951,0.90012,0.91119,0.96543,0.93354,1.03272,0.23502,0.00944,0.63789,1.33206,0.000302,0.000302,0.000302
62,59002.7,0.83115,0.59755,0.08168,0.79324,1.13372,0.86559,0.88404,0.94509,0.63147,0.9071,0.91487,0.96674,0.93528,1.03192,0.23406,0.00932,0.63501,1.33225,0.0002987,0.0002987,0.0002987
63,60521,0.82554,0.59314,0.08101,0.79061,1.13011,0.87065,0.8859,0.94681,0.6332,0.90838,0.91837,0.96773,0.93545,1.0307,0.23264,0.00925,0.63111,1.33154,0.0002954,0.0002954,0.0002954
64,62038.8,0.82502,0.59034,0.08122,0.78524,1.13195,0.87823,0.88868,0.94929,0.63497,0.91167,0.91916,0.96874,0.93693,1.02952,0.2321,0.00923,0.62727,1.33106,0.0002921,0.0002921,0.0002921
65,63560.4,0.82363,0.59183,0.08023,0.78284,1.12887,0.88514,0.88642,0.95055,0.63588,0.91363,0.91837,0.9698,0.93752,1.02761,0.23037,0.00915,0.62418,1.3297,0.0002888,0.0002888,0.0002888
66,65094.6,0.81664,0.58048,0.08059,0.77243,1.12635,0.88997,0.88961,0.95303,0.63673,0.91762,0.91957,0.97048,0.93883,1.02656,0.23009,0.00904,0.61899,1.32939,0.0002855,0.0002855,0.0002855
67,66615.8,0.8137,0.58196,0.08069,0.7679,1.12344,0.89351,0.89147,0.95474,0.63821,0.92233,0.92022,0.97145,0.93965,1.02555,0.22944,0.00913,0.61484,1.32937,0.0002822,0.0002822,0.0002822
68,68135.5,0.81332,0.5794,0.08012,0.76704,1.12019,0.89995,0.89285,0.95589,0.64193,0.92907,0.92351,0.97221,0.9406,1.0252,0.22891,0.00913,0.61133,1.32945,0.0002789,0.0002789,0.0002789
69,69653.5,0.80964,0.5735,0.07908,0.7592,1.11916,0.90135,0.89843,0.95726,0.64262,0.92832,0.92502,0.97285,0.94252,1.02512,0.22845,0.00894,0.60796,1.32959,0.0002756,0.0002756,0.0002756
70,71173.2,0.80323,0.55456,0.07874,0.75654,1.11633,0.90804,0.89796,0.95846,0.64165,0.9334,0.92303,0.97331,0.94183,1.02402,0.22832,0.00895,0.60472,1.32886,0.0002723,0.0002723,0.0002723
71,72690.8,0.79663,0.55372,0.07698,0.75033,1.11073,0.91275,0.89889,0.95989,0.64344,0.936,0.92251,0.97396,0.94277,1.02278,0.22792,0.00908,0.60072,1.32812,0.000269,0.000269,0.000269
72,74211,0.7951,0.55373,0.07844,0.74913,1.11177,0.91447,0.90258,0.96068,0.64512,0.93556,0.92208,0.97435,0.94377,1.02165,0.22751,0.00915,0.5972,1.32788,0.0002657,0.0002657,0.0002657
73,75732.2,0.79547,0.54829,0.07744,0.74564,1.11068,0.91165,0.90445,0.95956,0.64366,0.93684,0.92187,0.97402,0.94388,1.02074,0.22706,0.00921,0.59746,1.32741,0.0002624,0.0002624,0.0002624
74,77252.5,0.78931,0.55167,0.07674,0.74294,1.1092,0.91187,0.90227,0.96016,0.64556,0.93701,0.92301,0.97487,0.94504,1.01964,0.22645,0.00918,0.5956,1.32728,0.0002591,0.0002591,0.0002591
75,79074.2,0.78964,0.5454,0.07596,0.73253,1.10702,0.91131,0.90724,0.95974,0.64476,0.94099,0.92208,0.97519,0.94509,1.01878,0.22637,0.00907,0.59327,1.32749,0.0002558,0.0002558,0.0002558
76,80594.4,0.78219,0.53557,0.07622,0.73032,1.10467,0.90964,0.90445,0.95938,0.64602,0.93975,0.92486,0.9755,0.94594,1.01802,0.22624,0.00897,0.59021,1.32745,0.0002525,0.0002525,0.0002525
77,82115.8,0.77993,0.532,0.07606,0.72314,1.10445,0.90959,0.90525,0.95924,0.64587,0.93776,0.92857,0.97557,0.94611,1.01789,0.22587,0.00888,0.58836,1.32819,0.0002492,0.0002492,0.0002492
78,83640.2,0.77979,0.53377,0.07597,0.72886,1.10414,0.9123,0.90704,0.95818,0.64532,0.94037,0.92764,0.97532,0.94494,1.01735,0.22567,0.00889,0.5873,1.3282,0.0002459,0.0002459,0.0002459
79,85162.9,0.77381,0.52154,0.07436,0.71865,1.10242,0.90735,0.9085,0.95774,0.64586,0.93986,0.92784,0.97428,0.9445,1.01629,0.22512,0.00881,0.58556,1.32838,0.0002426,0.0002426,0.0002426
80,86684.3,0.77795,0.52598,0.07476,0.72741,1.10472,0.9026,0.91095,0.95691,0.64568,0.94441,0.92986,0.97544,0.94316,1.01544,0.2252,0.00891,0.58492,1.32826,0.0002393,0.0002393,0.0002393
81,88205.4,0.76986,0.5208,0.07513,0.71849,1.09967,0.9045,0.91371,0.95594,0.64519,0.94225,0.9295,0.97555,0.94365,1.01443,0.22463,0.00901,0.58517,1.32878,0.000236,0.000236,0.000236
82,91642.1,0.76618,0.51241,0.07445,0.71233,1.09704,0.90495,0.91849,0.95602,0.64591,0.94188,0.93207,0.97589,0.94421,1.01374,0.22479,0.00871,0.58357,1.32896,0.0002327,0.0002327,0.0002327
83,93165,0.76381,0.51817,0.07363,0.70774,1.09549,0.90598,0.91187,0.95498,0.6454,0.94098,0.93171,0.9754,0.94428,1.01339,0.22459,0.00857,0.58378,1.32947,0.0002294,0.0002294,0.0002294
84,107165,0.7619,0.50919,0.07432,0.71032,1.09305,0.90525,0.9128,0.95437,0.64603,0.9386,0.93588,0.97567,0.94528,1.01345,0.2242,0.0085,0.58299,1.32958,0.0002261,0.0002261,0.0002261
85,108696,0.75818,0.51061,0.07296,0.70721,1.09196,0.90416,0.91886,0.95524,0.64652,0.93938,0.93785,0.97598,0.94557,1.01368,0.22385,0.00836,0.57955,1.32999,0.0002228,0.0002228,0.0002228
86,110233,0.75506,0.50785,0.0734,0.70728,1.09041,0.90255,0.92022,0.95433,0.64731,0.94063,0.93878,0.97607,0.94559,1.01402,0.22394,0.00842,0.57921,1.33078,0.0002195,0.0002195,0.0002195
87,1569.7,0.75252,0.48771,0.07398,0.72389,1.09402,0.904,0.92208,0.95685,0.6485,0.93965,0.94156,0.9765,0.94544,1.01376,0.22354,0.00832,0.57426,1.33053,0.0002162,0.0002162,0.0002162
88,3116.97,0.76223,0.49726,0.07518,0.72866,1.09575,0.91034,0.92299,0.95826,0.64873,0.94074,0.94243,0.97674,0.94587,1.0139,0.22376,0.0084,0.57109,1.33079,0.0002129,0.0002129,0.0002129
89,5739.77,0.7602,0.50109,0.07396,0.72247,1.09454,0.91013,0.92486,0.95952,0.64941,0.94214,0.94156,0.97739,0.9465,1.01458,0.22368,0.00843,0.56684,1.33164,0.0002096,0.0002096,0.0002096
90,7281.76,0.75832,0.49425,0.07385,0.71638,1.09242,0.91477,0.92393,0.96078,0.65018,0.94435,0.93878,0.97754,0.94653,1.01416,0.22362,0.00843,0.56347,1.33188,0.0002063,0.0002063,0.0002063
91,8824.87,0.75137,0.49016,0.07385,0.71335,1.08752,0.91486,0.92699,0.96104,0.6505,0.94614,0.93878,0.97745,0.9467,1.01367,0.22294,0.00849,0.56211,1.33298,0.000203,0.000203,0.000203
92,10366.7,0.74901,0.4841,0.07329,0.70864,1.08524,0.91521,0.9295,0.9619,0.65015,0.94841,0.93802,0.9769,0.94696,1.01388,0.22222,0.00819,0.56087,1.33392,0.0001997,0.0001997,0.0001997
93,11908,0.74608,0.48342,0.07278,0.69934,1.08564,0.91832,0.92817,0.96253,0.65033,0.94718,0.94156,0.97701,0.94781,1.01406,0.2225,0.00824,0.55725,1.33443,0.0001964,0.0001964,0.0001964
94,15261.3,0.74289,0.48225,0.07265,0.70002,1.08309,0.91874,0.93135,0.96308,0.65196,0.94682,0.94341,0.97717,0.94799,1.0133,0.22195,0.0082,0.55445,1.33452,0.0001931,0.0001931,0.0001931
95,16806.5,0.74207,0.48017,0.07249,0.70017,1.08188,0.9229,0.93271,0.96398,0.65256,0.95498,0.9397,0.97764,0.9479,1.01343,0.22211,0.00816,0.55063,1.33536,0.0001898,0.0001898,0.0001898
96,18348.2,0.73817,0.47686,0.07334,0.69326,1.08007,0.92625,0.93207,0.96361,0.65183,0.95664,0.94063,0.9779,0.94831,1.01335,0.22235,0.00865,0.54929,1.33614,0.0001865,0.0001865,0.0001865
97,20072.1,0.73494,0.47114,0.0711,0.69063,1.07776,0.92498,0.93228,0.96389,0.65205,0.95392,0.94094,0.97792,0.9479,1.01412,0.22232,0.00871,0.54719,1.33772,0.0001832,0.0001832,0.0001832
98,21613.3,0.73062,0.4636,0.07185,0.68661,1.07908,0.92721,0.93345,0.9648,0.65388,0.95145,0.94537,0.97808,0.94827,1.01331,0.22244,0.00878,0.54376,1.33782,0.0001799,0.0001799,0.0001799
99,23156.9,0.72851,0.45812,0.07131,0.67964,1.07607,0.93078,0.93551,0.96559,0.6537,0.94916,0.94805,0.97831,0.94826,1.01291,0.22242,0.00878,0.54062,1.33872,0.0001766,0.0001766,0.0001766
100,24697.5,0.72392,0.45731,0.07026,0.68092,1.07456,0.93172,0.93664,0.96669,0.65453,0.95404,0.94712,0.97846,0.94908,1.01307,0.22244,0.00881,0.53732,1.33931,0.0001733,0.0001733,0.0001733
101,26239.2,0.71953,0.45246,0.07091,0.67691,1.0726,0.93402,0.93878,0.96779,0.65509,0.95861,0.94991,0.9787,0.94929,1.01279,0.22253,0.00889,0.53399,1.33997,0.00017,0.00017,0.00017
102,27963.7,0.71914,0.45411,0.07018,0.67787,1.07142,0.93967,0.93918,0.96831,0.65574,0.96414,0.94805,0.97881,0.94932,1.0134,0.22251,0.00883,0.53128,1.34086,0.0001667,0.0001667,0.0001667
103,29688.8,0.71618,0.44883,0.07028,0.66866,1.07075,0.94113,0.94156,0.96849,0.65666,0.96241,0.94996,0.97885,0.94974,1.01339,0.22236,0.00874,0.5296,1.34096,0.0001634,0.0001634,0.0001634
104,31413.9,0.71051,0.43751,0.0698,0.66862,1.06822,0.94408,0.94249,0.96937,0.65663,0.96378,0.95083,0.97902,0.9497,1.01266,0.2223,0.00867,0.52636,1.34062,0.0001601,0.0001601,0.0001601
105,1193.94,0.71538,0.4515,0.06869,0.68118,1.06241,0.9489,0.94734,0.97069,0.65724,0.96436,0.95368,0.97914,0.94957,1.0088,0.23114,0.00888,0.52457,1.32696,0.0001568,0.0001568,0.0001568
106,2393.75,0.72202,0.46655,0.06946,0.67975,1.0667,0.95081,0.95029,0.96746,0.65775,0.9652,0.95184,0.97915,0.95032,1.00859,0.23108,0.00853,0.52148,1.32688,0.0001535,0.0001535,0.0001535
107,3578.76,0.71851,0.46162,0.06848,0.6764,1.06477,0.95047,0.95083,0.96774,0.65758,0.96479,0.95547,0.97901,0.95032,1.00825,0.23097,0.00849,0.51998,1.32722,0.0001502,0.0001502,0.0001502
108,4746.6,0.71899,0.46265,0.06984,0.67589,1.06616,0.95153,0.95269,0.96813,0.65916,0.96536,0.95658,0.97892,0.94997,1.00803,0.23187,0.00854,0.51824,1.32761,0.0001469,0.0001469,0.0001469
109,5919.62,0.71703,0.45976,0.06849,0.67046,1.06341,0.95095,0.95321,0.96837,0.65877,0.96542,0.95918,0.97887,0.94987,1.00794,0.23202,0.00854,0.51653,1.32834,0.0001436,0.0001436,0.0001436
110,7045.03,0.71292,0.45513,0.06861,0.66466,1.05934,0.95374,0.95616,0.96863,0.65901,0.96546,0.95929,0.97532,0.9492,1.00803,0.23093,0.00862,0.5147,1.3284,0.0001403,0.0001403,0.0001403
111,8178.89,0.71043,0.4506,0.06899,0.66505,1.06268,0.95377,0.95695,0.96866,0.65875,0.96551,0.96072,0.97527,0.94973,1.00817,0.23153,0.00869,0.51386,1.32871,0.000137,0.000137,0.000137
112,9319.48,0.70877,0.45147,0.06819,0.66475,1.05918,0.955,0.95733,0.9689,0.65954,0.96551,0.9608,0.97525,0.94925,1.00744,0.23119,0.00875,0.51146,1.32851,0.0001337,0.0001337,0.0001337
113,10449.3,0.70774,0.44548,0.06786,0.65487,1.05663,0.95673,0.95826,0.96942,0.65939,0.96623,0.96382,0.97526,0.94909,1.0067,0.23151,0.00879,0.50908,1.32902,0.0001304,0.0001304,0.0001304
114,11582.8,0.70339,0.44975,0.06686,0.654,1.05618,0.95673,0.95826,0.96972,0.65954,0.96645,0.96202,0.9753,0.94851,1.00625,0.23128,0.00884,0.50624,1.32952,0.0001271,0.0001271,0.0001271
115,12723.7,0.70042,0.44459,0.06691,0.65112,1.05347,0.95827,0.95864,0.97052,0.66101,0.96731,0.96073,0.97553,0.949,1.00508,0.23045,0.00887,0.50226,1.32889,0.0001238,0.0001238,0.0001238
116,589.16,0.70479,0.44494,0.06916,0.67113,1.06127,0.95993,0.95554,0.97085,0.66147,0.96821,0.96055,0.97562,0.94901,0.96837,0.2185,0.00892,0.48347,1.28595,0.0001205,0.0001205,0.0001205
117,1180.7,0.70456,0.44231,0.06878,0.66817,1.05902,0.95995,0.95598,0.97109,0.66163,0.96911,0.95918,0.97559,0.94928,0.96866,0.2182,0.00892,0.48212,1.28612,0.0001172,0.0001172,0.0001172
118,1772.16,0.70629,0.45056,0.06829,0.67078,1.06142,0.95998,0.95691,0.97128,0.66238,0.97003,0.96065,0.97555,0.94926,0.96883,0.21778,0.00875,0.48005,1.28659,0.0001139,0.0001139,0.0001139
119,2363.78,0.71032,0.44859,0.07011,0.66264,1.06495,0.96257,0.95433,0.97164,0.66309,0.97093,0.96038,0.97553,0.94863,0.9685,0.21759,0.00878,0.47758,1.28645,0.0001106,0.0001106,0.0001106
