epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,train/rle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,val/rle_loss,lr/pg0,lr/pg1,lr/pg2
105,27771.2,0.76516,0.33032,0.06444,0.55055,0.0087,0.00821,0.97898,0.9507,0.97299,0.67035,0.98281,0.95441,0.97742,0.95718,1.04047,0.19344,0.00368,0.37959,0.02118,0,9.408e-05,9.408e-05,9.408e-05
106,28034.2,0.76203,0.32907,0.06479,0.54489,0.00867,0.01258,0.98244,0.94898,0.97317,0.67042,0.9856,0.9526,0.97745,0.95713,1.03968,0.19662,0.00367,0.37829,0.02117,0,9.21e-05,9.21e-05,9.21e-05
107,28297.3,0.76164,0.32608,0.06391,0.5386,0.00862,0.00429,0.97896,0.94974,0.97285,0.67057,0.98278,0.95312,0.97691,0.95671,1.03866,0.19723,0.00349,0.37711,0.02116,0,9.012e-05,9.012e-05,9.012e-05
108,28559.6,0.75729,0.32296,0.06434,0.54141,0.00861,0.00608,0.982,0.95083,0.9742,0.67318,0.98469,0.95464,0.97723,0.95653,1.03789,0.20085,0.0034,0.37707,0.02116,0,8.814e-05,8.814e-05,8.814e-05
109,28823.1,0.74946,0.31993,0.06364,0.53414,0.00845,0.0037,0.98125,0.95362,0.97423,0.67504,0.98565,0.95569,0.97733,0.95665,1.03782,0.20041,0.00336,0.37542,0.02115,0,8.616e-05,8.616e-05,8.616e-05
110,29085,0.74584,0.31121,0.06374,0.53177,0.0085,0.00488,0.97993,0.95124,0.9742,0.6751,0.98373,0.95338,0.97737,0.95633,1.03645,0.20099,0.00334,0.38112,0.02111,0,8.418e-05,8.418e-05,8.418e-05
111,29348.4,0.74632,0.31925,0.06285,0.52845,0.00842,0.00407,0.9782,0.95176,0.97426,0.6757,0.98232,0.95547,0.97734,0.95615,1.03615,0.20074,0.00329,0.38221,0.02111,0,8.22e-05,8.22e-05,8.22e-05
112,29612.2,0.74217,0.3156,0.0619,0.52278,0.00845,0.00175,0.97742,0.95176,0.97436,0.67643,0.98123,0.95547,0.97735,0.95609,1.03405,0.19377,0.00327,0.38217,0.02108,0,8.022e-05,8.022e-05,8.022e-05
113,29874.6,0.73759,0.31243,0.06206,0.52524,0.00835,0.00257,0.97902,0.95243,0.97421,0.67764,0.98233,0.95455,0.97733,0.95601,1.0333,0.19356,0.00322,0.3808,0.02107,0,7.824e-05,7.824e-05,7.824e-05
114,30136.9,0.73937,0.31667,0.0625,0.52711,0.00838,0.00597,0.97929,0.95176,0.97406,0.67801,0.98353,0.95547,0.97724,0.95578,1.03248,0.1936,0.00315,0.38145,0.02105,0,7.626e-05,7.626e-05,7.626e-05
115,30400.1,0.73626,0.30851,0.06111,0.5201,0.00832,0.00326,0.97997,0.95324,0.97408,0.6793,0.98442,0.95547,0.97726,0.95529,1.03216,0.19345,0.00308,0.38163,0.02105,0,7.428e-05,7.428e-05,7.428e-05
116,30662.2,0.73276,0.31286,0.06179,0.51915,0.00829,0.00681,0.97773,0.95547,0.97492,0.67886,0.98326,0.95455,0.9773,0.95515,1.03154,0.19327,0.00303,0.38105,0.02104,0,7.23e-05,7.23e-05,7.23e-05
117,30924.6,0.72655,0.31169,0.06127,0.51521,0.00819,0.00118,0.97995,0.95236,0.9743,0.68046,0.9828,0.95391,0.97743,0.95522,1.03081,0.19328,0.00302,0.38028,0.02102,0,7.032e-05,7.032e-05,7.032e-05
118,31187.9,0.73146,0.31056,0.06143,0.51206,0.0083,0.00266,0.97991,0.95023,0.97431,0.6806,0.98278,0.95301,0.97685,0.95545,1.02965,0.19322,0.003,0.3817,0.02101,0,6.834e-05,6.834e-05,6.834e-05
119,31449.7,0.72573,0.30903,0.06096,0.50719,0.00821,0.00247,0.982,0.95083,0.97533,0.68097,0.98391,0.95269,0.97684,0.95535,1.02886,0.19324,0.00299,0.38137,0.021,0,6.636e-05,6.636e-05,6.636e-05
120,31712.7,0.72185,0.29732,0.05933,0.50471,0.00813,0.00186,0.9824,0.95083,0.97519,0.68155,0.98432,0.95269,0.97686,0.95519,1.02871,0.19298,0.00297,0.37944,0.02099,0,6.438e-05,6.438e-05,6.438e-05
121,31976.5,0.71968,0.29974,0.05991,0.5063,0.00817,0.00213,0.98135,0.95269,0.97497,0.68199,0.98326,0.95455,0.97672,0.95503,1.02594,0.19351,0.00298,0.38414,0.02096,0,6.24e-05,6.24e-05,6.24e-05
122,32239,0.7196,0.30299,0.06045,0.50322,0.00812,0.00048,0.98276,0.95174,0.97498,0.68383,0.98467,0.95359,0.97679,0.95502,1.02547,0.19354,0.00297,0.38099,0.02095,0,6.042e-05,6.042e-05,6.042e-05
123,32501.3,0.71782,0.30461,0.06116,0.50508,0.00808,0.00249,0.98134,0.95176,0.97463,0.68469,0.98325,0.95362,0.97664,0.95465,1.02526,0.19364,0.00295,0.38264,0.02094,0,5.844e-05,5.844e-05,5.844e-05
124,32763.9,0.71233,0.29915,0.05949,0.49768,0.008,0.00086,0.98277,0.95083,0.9746,0.68435,0.98469,0.95269,0.97654,0.9544,1.0241,0.19404,0.00293,0.38278,0.02091,0,5.646e-05,5.646e-05,5.646e-05
125,33025.9,0.70966,0.29344,0.05914,0.49816,0.00803,0.00042,0.98228,0.94898,0.97428,0.68509,0.98464,0.95126,0.97599,0.95422,1.02428,0.19342,0.00289,0.3834,0.02091,0,5.448e-05,5.448e-05,5.448e-05
126,33286.4,0.70301,0.29208,0.0588,0.49107,0.00796,0.00064,0.98179,0.95014,0.97425,0.6862,0.98442,0.95269,0.97619,0.95348,1.02261,0.19381,0.00289,0.38421,0.02086,0,5.25e-05,5.25e-05,5.25e-05
127,33547.6,0.70207,0.29294,0.05883,0.48814,0.00785,0.00037,0.9818,0.95088,0.9742,0.68728,0.98468,0.954,0.97629,0.95354,1.02233,0.19414,0.00288,0.38136,0.02086,0,5.052e-05,5.052e-05,5.052e-05
128,33808.1,0.70006,0.28765,0.05952,0.48618,0.00785,0.00252,0.98181,0.9511,0.97423,0.68743,0.98468,0.95388,0.97631,0.95345,1.02043,0.1939,0.00289,0.38463,0.02083,0,4.854e-05,4.854e-05,4.854e-05
129,34068.1,0.69905,0.28828,0.05849,0.48517,0.00783,0.00454,0.98081,0.94819,0.97427,0.688,0.9837,0.95157,0.97614,0.95288,1.0198,0.19426,0.00289,0.38601,0.02081,0,4.656e-05,4.656e-05,4.656e-05
130,34327.5,0.70003,0.28801,0.05907,0.48541,0.00783,0.00147,0.97994,0.95154,0.97474,0.68893,0.9828,0.95391,0.97647,0.95313,1.01919,0.1944,0.00288,0.3842,0.0208,0,4.458e-05,4.458e-05,4.458e-05
131,34588.8,0.697,0.29073,0.05869,0.48315,0.00782,0,0.97714,0.95165,0.97449,0.68801,0.98059,0.95362,0.9766,0.95384,1.01813,0.19475,0.00288,0.38574,0.02078,0,4.26e-05,4.26e-05,4.26e-05
132,34850,0.69461,0.28847,0.05818,0.48523,0.00779,0.00034,0.97993,0.95138,0.97458,0.68836,0.9828,0.95417,0.97667,0.95382,1.01783,0.19494,0.00286,0.38525,0.02078,0,4.062e-05,4.062e-05,4.062e-05
133,35111.7,0.68993,0.27881,0.05807,0.48079,0.0077,4e-05,0.9768,0.95362,0.97457,0.68861,0.98186,0.9541,0.97661,0.95367,1.01726,0.19514,0.00285,0.38647,0.02078,0,3.864e-05,3.864e-05,3.864e-05
134,35374.4,0.69026,0.28113,0.05825,0.48216,0.00772,0.00029,0.97741,0.95269,0.97447,0.68795,0.9809,0.95277,0.97646,0.95341,1.0168,0.19528,0.0028,0.38738,0.02077,0,3.666e-05,3.666e-05,3.666e-05
135,35636.4,0.68762,0.27814,0.0578,0.47653,0.00765,0.0009,0.97694,0.95362,0.97458,0.68961,0.98185,0.95366,0.9764,0.95329,1.01594,0.19525,0.00276,0.3871,0.02075,0,3.468e-05,3.468e-05,3.468e-05
136,35898.5,0.68336,0.27406,0.05692,0.4698,0.00764,0.00044,0.97534,0.95392,0.97479,0.68918,0.98034,0.95547,0.97626,0.95275,1.01613,0.20456,0.00268,0.38834,0.02074,0,3.27e-05,3.27e-05,3.27e-05
137,36159.9,0.68241,0.27819,0.0572,0.47579,0.00764,0,0.97622,0.95213,0.9748,0.68917,0.97999,0.95412,0.97616,0.9525,1.01571,0.20478,0.00267,0.38999,0.02074,0,3.072e-05,3.072e-05,3.072e-05
138,36422.5,0.67806,0.27111,0.05729,0.46783,0.00757,0.00015,0.97438,0.95252,0.97497,0.68955,0.97933,0.95269,0.97625,0.95239,1.01434,0.20515,0.00264,0.39304,0.02071,0,2.874e-05,2.874e-05,2.874e-05
139,36683.7,0.68107,0.277,0.05714,0.47055,0.00757,0,0.97762,0.95176,0.97514,0.69018,0.98196,0.95269,0.97629,0.95249,1.01402,0.20555,0.00264,0.39187,0.0207,0,2.676e-05,2.676e-05,2.676e-05
140,36944.9,0.67624,0.27051,0.05747,0.46875,0.00761,0.00117,0.97783,0.95083,0.97508,0.68994,0.98185,0.95334,0.97623,0.95236,1.01293,0.19661,0.0027,0.39147,0.02068,0,2.478e-05,2.478e-05,2.478e-05
141,37205.6,0.54648,0.14437,0.02437,0.34396,0.00792,0.01569,0.978,0.94865,0.97484,0.69072,0.98087,0.95143,0.97571,0.95222,1.01338,0.21498,0.00314,0.3975,0.02067,0,2.28e-05,2.28e-05,2.28e-05
142,37461.2,0.53435,0.13949,0.02267,0.33363,0.00773,0.01072,0.97708,0.94925,0.97454,0.69185,0.97995,0.95203,0.97554,0.95205,1.01271,0.21515,0.00313,0.3985,0.02065,0,2.082e-05,2.082e-05,2.082e-05
143,37716.4,0.52487,0.13633,0.02211,0.31879,0.00751,0.00721,0.97702,0.94668,0.97415,0.69173,0.9799,0.94946,0.97524,0.95155,1.01362,0.20551,0.00318,0.39765,0.02072,0,1.884e-05,1.884e-05,1.884e-05
144,37973.5,0.52178,0.13462,0.02191,0.31719,0.00746,0.00424,0.97894,0.94856,0.97468,0.69164,0.98181,0.95134,0.97549,0.95196,1.0115,0.20773,0.00321,0.39691,0.02065,0,1.686e-05,1.686e-05,1.686e-05
145,38229.6,0.515,0.13202,0.02103,0.31387,0.00733,0.00884,0.9761,0.95176,0.97461,0.69098,0.98088,0.9517,0.97548,0.95146,1.01048,0.20789,0.00321,0.39794,0.02064,0,1.488e-05,1.488e-05,1.488e-05
146,38485.3,0.51492,0.13238,0.02069,0.31889,0.00733,0.00522,0.97892,0.94754,0.9742,0.69264,0.9818,0.95059,0.97551,0.95129,1.00958,0.21044,0.00307,0.39778,0.02062,0,1.29e-05,1.29e-05,1.29e-05
147,38741,0.5107,0.13248,0.02134,0.30756,0.00727,0.00323,0.97344,0.95269,0.97368,0.69257,0.97812,0.95547,0.97504,0.95091,1.00844,0.21766,0.00291,0.40111,0.02059,0,1.092e-05,1.092e-05,1.092e-05
148,1200.49,0.75449,0.32012,0.06428,0.56322,0.00883,0.2435,0.97802,0.94932,0.97394,0.69257,0.98089,0.9521,0.97524,0.95048,0.99682,0.19656,0.00306,0.38379,0.02096,0,8.94e-06,8.94e-06,8.94e-06
149,2395.6,0.74641,0.31436,0.06483,0.55521,0.00889,0.22505,0.97713,0.95123,0.97412,0.69315,0.97999,0.95401,0.97526,0.9511,0.99744,0.19646,0.00305,0.38328,0.02097,0,6.96e-06,6.96e-06,6.96e-06
150,3588.63,0.74793,0.31132,0.06384,0.55088,0.00888,0.2244,0.97257,0.95385,0.97414,0.69287,0.97874,0.95269,0.97517,0.9509,0.99801,0.19649,0.00304,0.38385,0.02099,0,4.98e-06,4.98e-06,4.98e-06
