epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
95,12922.8,0.96982,0.83016,0.10481,1.03807,1.18918,0.75386,0.83243,0.91289,0.60447,0.79196,0.88126,0.9405,0.90504,1.05999,0.25967,0.00573,0.7013,1.31202,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796
96,13912.9,0.96612,0.81541,0.10265,1.03406,1.18293,0.75319,0.83226,0.91279,0.60568,0.79167,0.88404,0.94049,0.90572,1.05905,0.25903,0.0057,0.70012,1.31121,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373
97,14904.3,0.96717,0.82128,0.10216,1.03374,1.18436,0.75295,0.83123,0.91283,0.60449,0.79487,0.88426,0.9406,0.90606,1.05814,0.25889,0.00594,0.69997,1.31041,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
98,15900.2,0.97037,0.81476,0.10157,1.03398,1.18448,0.75362,0.8321,0.91212,0.60495,0.79435,0.88148,0.94033,0.90597,1.05687,0.25891,0.00593,0.69923,1.30968,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598
99,16889.1,0.96519,0.80674,0.1019,1.03207,1.18366,0.75403,0.83036,0.91084,0.60444,0.79382,0.87941,0.94016,0.90574,1.05695,0.25936,0.00604,0.69847,1.31108,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532
100,17892.7,0.96023,0.80248,0.10004,1.02825,1.18125,0.75552,0.83419,0.91219,0.60472,0.79386,0.88404,0.94028,0.90586,1.05498,0.25917,0.00601,0.69833,1.31007,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
101,1237.79,0.93044,0.71885,0.09837,1.00872,1.16805,0.7541,0.83673,0.91192,0.60382,0.79341,0.88354,0.93981,0.90578,1.05479,0.25915,0.00606,0.6987,1.30998,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034
102,2226.48,0.93844,0.75906,0.09977,1.01516,1.16962,0.75296,0.8341,0.91166,0.60433,0.78994,0.88607,0.93987,0.90603,1.05372,0.25901,0.00608,0.69783,1.30947,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334
103,3233.85,0.93632,0.7498,0.09935,1.01441,1.16847,0.75379,0.83215,0.9124,0.60561,0.79279,0.88776,0.94056,0.9063,1.05204,0.25824,0.0058,0.69644,1.30757,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
104,4239.79,0.94065,0.75452,0.09953,1.01432,1.16851,0.75503,0.83772,0.9128,0.60629,0.79273,0.88698,0.94118,0.90706,1.05166,0.25827,0.00599,0.69584,1.30731,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202
105,5258.8,0.94017,0.75157,0.09924,1.01517,1.17213,0.75438,0.8405,0.91291,0.60657,0.79207,0.88698,0.94118,0.90718,1.05073,0.25864,0.0061,0.69543,1.30665,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136
106,6276.95,0.93508,0.74498,0.0982,1.01154,1.16643,0.75798,0.83952,0.91327,0.60691,0.79632,0.88868,0.94148,0.9072,1.05061,0.25891,0.00614,0.69549,1.30715,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
107,7282.49,0.93727,0.75479,0.09881,1.01117,1.16904,0.75942,0.84323,0.91359,0.60813,0.79647,0.88961,0.94164,0.90688,1.04958,0.25855,0.00616,0.69471,1.30696,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004
108,8292.49,0.93526,0.76044,0.09799,1.01281,1.16772,0.76143,0.84508,0.91412,0.60814,0.79586,0.88964,0.942,0.90772,1.04879,0.25788,0.00601,0.69322,1.3065,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938
109,9293.18,0.93039,0.75113,0.09863,1.01097,1.16193,0.76038,0.84694,0.91409,0.60879,0.79671,0.89054,0.94173,0.90737,1.04847,0.25759,0.00598,0.69268,1.30635,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
110,10304.2,0.92918,0.74628,0.09751,1.01193,1.16435,0.76198,0.84694,0.91397,0.60781,0.79507,0.89239,0.94161,0.9073,1.04816,0.25763,0.00597,0.69382,1.30631,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806
111,11318.3,0.93214,0.74586,0.09793,1.00949,1.1655,0.76079,0.84672,0.91377,0.60841,0.79545,0.89054,0.94181,0.90754,1.0481,0.25699,0.00571,0.69366,1.30607,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274
112,12323.2,0.92562,0.73619,0.09575,1.00259,1.16028,0.76106,0.84601,0.9134,0.60701,0.79641,0.89425,0.94141,0.90714,1.04955,0.25669,0.00589,0.69493,1.30855,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
113,13338.7,0.92083,0.74337,0.09749,1.00369,1.1615,0.76125,0.84591,0.91402,0.6083,0.79649,0.8931,0.94169,0.90792,1.04982,0.25654,0.0058,0.6947,1.30932,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608
114,14342.2,0.92048,0.73427,0.09574,0.99954,1.1566,0.76013,0.84662,0.91356,0.6077,0.79611,0.89239,0.94171,0.90816,1.04754,0.25625,0.00557,0.69411,1.30665,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542
115,15347.2,0.9202,0.73947,0.09566,1.00019,1.15827,0.76173,0.84601,0.91399,0.60809,0.79878,0.88868,0.94201,0.90741,1.04749,0.25604,0.00556,0.69321,1.30661,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
116,16366.2,0.92198,0.73524,0.09488,0.99944,1.1585,0.76276,0.84787,0.91438,0.6079,0.79971,0.88894,0.94253,0.90828,1.04714,0.25618,0.00558,0.69294,1.30655,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241
117,17376.5,0.91687,0.72715,0.09477,0.99386,1.15616,0.76642,0.84922,0.91422,0.60781,0.80282,0.89239,0.94279,0.90854,1.04648,0.25531,0.00556,0.69247,1.30591,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344
118,18392.8,0.91413,0.72815,0.09323,0.99569,1.15495,0.76764,0.84891,0.91468,0.60869,0.80554,0.89239,0.94312,0.90854,1.04592,0.255,0.00556,0.69234,1.30561,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
119,19399.8,0.90893,0.72224,0.0936,0.99255,1.15144,0.76941,0.84694,0.91509,0.60862,0.8059,0.89147,0.94331,0.90941,1.04526,0.25467,0.00558,0.69165,1.30582,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212
120,20410.9,0.9065,0.72582,0.09378,0.99124,1.14918,0.77289,0.84972,0.91582,0.60823,0.80744,0.89239,0.94381,0.90956,1.04463,0.25454,0.00556,0.69087,1.30589,0.006438,0.002146,0.006438,0.002146,0.006438,0.002146,0.006438,0.002146
121,21411.3,0.90207,0.71712,0.09402,0.98618,1.14926,0.77454,0.84787,0.91625,0.60901,0.80979,0.89254,0.94418,0.91008,1.04462,0.25426,0.00542,0.68998,1.30579,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
122,22408.5,0.90371,0.71369,0.09321,0.98918,1.14663,0.78088,0.84787,0.91626,0.60934,0.81166,0.8961,0.94448,0.91,1.04377,0.25426,0.00529,0.68907,1.30532,0.006042,0.002014,0.006042,0.002014,0.006042,0.002014,0.006042,0.002014
123,23403.9,0.89815,0.69672,0.09188,0.98207,1.14561,0.78127,0.85154,0.91667,0.60899,0.81765,0.89845,0.945,0.91112,1.04336,0.25411,0.00524,0.68835,1.30491,0.005844,0.001948,0.005844,0.001948,0.005844,0.001948,0.005844,0.001948
124,24399.5,0.89403,0.69407,0.09201,0.9821,1.14441,0.79026,0.85065,0.91709,0.61003,0.82394,0.90074,0.9457,0.91203,1.04244,0.25371,0.00522,0.68721,1.30438,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
125,25395,0.89088,0.69136,0.08996,0.97646,1.13979,0.7944,0.85065,0.91753,0.61002,0.83031,0.89876,0.94637,0.91263,1.04179,0.25354,0.00518,0.6867,1.30412,0.005448,0.001816,0.005448,0.001816,0.005448,0.001816,0.005448,0.001816
126,26398.7,0.88415,0.68562,0.09066,0.97292,1.13789,0.80154,0.84879,0.91839,0.61117,0.83468,0.89924,0.94694,0.91319,1.04076,0.25297,0.00511,0.68631,1.30408,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175
127,27420.1,0.88471,0.68261,0.09099,0.97205,1.13503,0.80496,0.84787,0.91904,0.61141,0.83786,0.89641,0.94735,0.9133,1.03974,0.25309,0.00511,0.68621,1.30321,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
128,28471.7,0.87823,0.68606,0.08927,0.96756,1.13523,0.80702,0.84571,0.91421,0.61249,0.84126,0.89477,0.94798,0.91395,1.03875,0.25268,0.00506,0.68574,1.30246,0.004854,0.001618,0.004854,0.001618,0.004854,0.001618,0.004854,0.001618
129,29482.7,0.87658,0.66316,0.08867,0.96478,1.13127,0.8107,0.84323,0.91519,0.6148,0.8414,0.89569,0.94515,0.91296,1.03764,0.25218,0.00497,0.68438,1.30171,0.004656,0.001552,0.004656,0.001552,0.004656,0.001552,0.004656,0.001552
130,30492.8,0.87072,0.65624,0.08808,0.96187,1.12973,0.81444,0.83874,0.91567,0.61608,0.84676,0.89425,0.94586,0.91432,1.03593,0.25144,0.0049,0.68271,1.30062,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
131,31505.1,0.86843,0.66502,0.08885,0.96106,1.12813,0.81529,0.83766,0.91707,0.6163,0.85655,0.8918,0.94663,0.915,1.0353,0.25134,0.00488,0.68011,1.30043,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142
132,32505.9,0.86666,0.65596,0.08863,0.95822,1.12974,0.82076,0.83679,0.91748,0.618,0.86082,0.88927,0.94724,0.9157,1.03414,0.25095,0.00482,0.67888,1.29997,0.004062,0.001354,0.004062,0.001354,0.004062,0.001354,0.004062,0.001354
133,33512.2,0.86254,0.65141,0.08712,0.9538,1.12633,0.82188,0.83673,0.91836,0.6188,0.8683,0.88776,0.94785,0.9162,1.03386,0.2506,0.00481,0.67794,1.29974,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
134,34505.5,0.85751,0.64743,0.08691,0.94934,1.12073,0.83221,0.8328,0.91958,0.61964,0.87135,0.88586,0.94866,0.91708,1.03286,0.25048,0.00485,0.67596,1.29924,0.003666,0.001222,0.003666,0.001222,0.003666,0.001222,0.003666,0.001222
135,35503,0.85569,0.64033,0.08667,0.94426,1.12321,0.8336,0.83024,0.92069,0.62086,0.88016,0.88404,0.9489,0.91729,1.03162,0.25033,0.00481,0.67556,1.29853,0.003468,0.001156,0.003468,0.001156,0.003468,0.001156,0.003468,0.001156
136,36545.5,0.84917,0.63292,0.08641,0.93864,1.11934,0.83571,0.82839,0.92164,0.6216,0.8778,0.88625,0.94949,0.91784,1.03041,0.2498,0.00479,0.67432,1.29804,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
137,37545.6,0.8501,0.63151,0.08591,0.94077,1.11525,0.83795,0.82983,0.92286,0.62324,0.8813,0.88683,0.95,0.91836,1.02959,0.24959,0.00477,0.67166,1.29794,0.003072,0.001024,0.003072,0.001024,0.003072,0.001024,0.003072,0.001024
138,38532.7,0.84879,0.63003,0.08465,0.9374,1.11807,0.83924,0.82746,0.92382,0.62316,0.88697,0.88683,0.95048,0.91897,1.02879,0.2495,0.00476,0.67014,1.29763,0.002874,0.000958,0.002874,0.000958,0.002874,0.000958,0.002874,0.000958
139,39518.6,0.84292,0.62247,0.08504,0.92878,1.11362,0.83902,0.82674,0.92441,0.62445,0.89072,0.88961,0.95104,0.91992,1.02792,0.2493,0.00476,0.66838,1.29716,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
140,40503.6,0.83708,0.62059,0.08488,0.92549,1.10986,0.83854,0.83345,0.92539,0.62505,0.89256,0.89054,0.95137,0.92066,1.02762,0.24943,0.00477,0.66601,1.29702,0.002478,0.000826,0.002478,0.000826,0.002478,0.000826,0.002478,0.000826
141,41542.5,0.74686,0.36928,0.03316,0.80609,1.08747,0.84331,0.83375,0.9267,0.62736,0.89078,0.88868,0.95169,0.92108,1.0266,0.24919,0.00473,0.66419,1.29665,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076
142,42604.7,0.7365,0.36798,0.0319,0.7649,1.08111,0.84859,0.83488,0.92839,0.62753,0.90139,0.88683,0.95239,0.92197,1.02552,0.2485,0.00464,0.66119,1.29646,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
143,43684.8,0.72949,0.35677,0.03054,0.72762,1.077,0.8663,0.83117,0.93015,0.62992,0.90915,0.8859,0.95343,0.923,1.02513,0.24817,0.0046,0.65795,1.29662,0.001884,0.000628,0.001884,0.000628,0.001884,0.000628,0.001884,0.000628
144,44721.7,0.71975,0.35611,0.03129,0.70609,1.07094,0.87437,0.83581,0.93234,0.63065,0.91379,0.89239,0.95449,0.92449,1.02462,0.2476,0.00451,0.65444,1.29683,0.001686,0.000562,0.001686,0.000562,0.001686,0.000562,0.001686,0.000562
145,45727.7,0.7125,0.35271,0.03112,0.69472,1.0637,0.87709,0.83859,0.93485,0.63352,0.92592,0.88961,0.95573,0.92565,1.02353,0.24719,0.00447,0.64959,1.29678,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
146,46702.6,0.70372,0.34502,0.02929,0.68033,1.05969,0.879,0.84237,0.93727,0.63594,0.93031,0.89154,0.95755,0.92702,1.02283,0.24664,0.00449,0.64512,1.29696,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043
147,47679.1,0.69892,0.34034,0.029,0.67733,1.05708,0.88564,0.84323,0.93947,0.63856,0.93187,0.89425,0.95782,0.92766,1.02137,0.2462,0.00449,0.64017,1.29701,0.001092,0.000364,0.001092,0.000364,0.001092,0.000364,0.001092,0.000364
148,48674.6,0.6932,0.3384,0.028,0.66839,1.052,0.89363,0.8417,0.9413,0.64004,0.93609,0.8968,0.95872,0.92863,1.02064,0.24555,0.00445,0.63631,1.29728,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
149,49703.4,0.68467,0.33438,0.0289,0.66502,1.04946,0.90066,0.84972,0.94326,0.64235,0.93886,0.89737,0.95964,0.92943,1.01965,0.24494,0.0044,0.63131,1.29705,0.000696,0.000232,0.000696,0.000232,0.000696,0.000232,0.000696,0.000232
150,50756.8,0.68534,0.33019,0.02805,0.65777,1.0478,0.90777,0.85807,0.94564,0.64316,0.93951,0.90766,0.96052,0.93055,1.01857,0.24447,0.0044,0.62484,1.29719,0.000498,0.000166,0.000498,0.000166,0.000498,0.000166,0.000498,0.000166
