epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,train/rle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,val/rle_loss,lr/pg0,lr/pg1,lr/pg2
105,18211.4,0.95582,0.47707,0.08699,0.79253,0.01111,0.01813,0.9697,0.95001,0.96975,0.64206,0.97748,0.95547,0.97386,0.95267,1.09563,0.2168,0.01088,0.43594,0.02234,0,0.0001568,0.0001568,0.0001568
106,18385,0.95723,0.46098,0.08487,0.7851,0.01114,0.01662,0.97055,0.94772,0.97009,0.64254,0.97665,0.95362,0.97411,0.95288,1.09585,0.21687,0.01079,0.43623,0.02235,0,0.0001535,0.0001535,0.0001535
107,18558.2,0.94868,0.45594,0.08615,0.79107,0.01108,0.01158,0.97112,0.94898,0.97086,0.64277,0.97699,0.95455,0.97468,0.95358,1.09555,0.21679,0.01067,0.43516,0.02234,0,0.0001502,0.0001502,0.0001502
108,18731.8,0.9534,0.46432,0.08486,0.78693,0.011,0.0158,0.97148,0.94712,0.97087,0.64242,0.97742,0.95269,0.97475,0.95317,1.09544,0.21704,0.01052,0.43521,0.02233,0,0.0001469,0.0001469,0.0001469
109,18905.3,0.94648,0.45021,0.08392,0.78105,0.01095,0.0147,0.9717,0.94991,0.97102,0.64311,0.97856,0.95455,0.97476,0.95322,1.09538,0.21705,0.01032,0.43448,0.02234,0,0.0001436,0.0001436,0.0001436
110,19078.1,0.9451,0.45058,0.08377,0.77683,0.01094,0.01349,0.96955,0.94991,0.97097,0.64305,0.97546,0.95547,0.9747,0.95336,1.09486,0.217,0.01023,0.43533,0.02233,0,0.0001403,0.0001403,0.0001403
111,19251.5,0.94508,0.45378,0.08393,0.78189,0.01093,0.01107,0.97147,0.94805,0.97088,0.64299,0.97716,0.95251,0.97458,0.95367,1.09441,0.21701,0.0101,0.43662,0.02233,0,0.000137,0.000137,0.000137
112,19424.7,0.93954,0.44956,0.08256,0.77226,0.0109,0.01096,0.97049,0.94567,0.9709,0.64382,0.97805,0.95061,0.97438,0.95357,1.0939,0.2171,0.00997,0.43616,0.02232,0,0.0001337,0.0001337,0.0001337
113,19598.3,0.94155,0.45328,0.08337,0.77371,0.01094,0.00648,0.97241,0.9462,0.97087,0.64322,0.97857,0.95176,0.97443,0.95369,1.09367,0.21715,0.00983,0.43664,0.0223,0,0.0001304,0.0001304,0.0001304
114,19771.6,0.93601,0.45112,0.0828,0.77326,0.0109,0.00682,0.9711,0.94527,0.97087,0.64287,0.97778,0.95083,0.9744,0.95368,1.09354,0.21942,0.00984,0.43865,0.0223,0,0.0001271,0.0001271,0.0001271
115,19944.7,0.93536,0.44442,0.08094,0.77515,0.01098,0.01319,0.97237,0.94688,0.97089,0.64404,0.97806,0.95093,0.9743,0.9539,1.09329,0.2196,0.00978,0.43843,0.02229,0,0.0001238,0.0001238,0.0001238
116,20117.8,0.93253,0.44521,0.08257,0.76074,0.01078,0.00968,0.97358,0.94341,0.97082,0.64458,0.97948,0.94898,0.97421,0.95329,1.09327,0.21978,0.00969,0.43855,0.02229,0,0.0001205,0.0001205,0.0001205
117,20291.4,0.92939,0.44431,0.08188,0.76104,0.01067,0.00528,0.96944,0.9462,0.97007,0.64375,0.97621,0.95144,0.97313,0.95226,1.09318,0.21767,0.00952,0.43859,0.02229,0,0.0001172,0.0001172,0.0001172
118,20463.9,0.93033,0.43343,0.08074,0.76728,0.01078,0.00434,0.97145,0.94709,0.97016,0.64405,0.97715,0.9519,0.97322,0.95245,1.09224,0.21992,0.00949,0.43817,0.02227,0,0.0001139,0.0001139,0.0001139
119,20636.8,0.92577,0.43625,0.08073,0.76241,0.01071,0.0067,0.97095,0.94712,0.97033,0.64433,0.97716,0.95249,0.97364,0.95314,1.09223,0.21999,0.00938,0.44043,0.02227,0,0.0001106,0.0001106,0.0001106
120,20810.1,0.92302,0.43401,0.08173,0.7632,0.01061,0.00465,0.97329,0.94635,0.97068,0.64471,0.97899,0.95083,0.97441,0.95392,1.09142,0.22008,0.00926,0.4388,0.02225,0,0.0001073,0.0001073,0.0001073
121,20983.6,0.92126,0.44426,0.07998,0.75912,0.0107,0.0069,0.97193,0.9462,0.97037,0.64458,0.97786,0.95176,0.97411,0.95375,1.09206,0.22535,0.0095,0.43895,0.02225,0,0.000104,0.000104,0.000104
122,21157.1,0.91941,0.4384,0.08158,0.76144,0.01064,0.00533,0.9724,0.9462,0.97035,0.64523,0.9785,0.95176,0.9737,0.95321,1.09114,0.22012,0.00927,0.4398,0.02225,0,0.0001007,0.0001007,0.0001007
123,21330.5,0.91766,0.43181,0.07995,0.75338,0.0106,0.00425,0.97079,0.94712,0.97135,0.64572,0.9771,0.95,0.97433,0.95417,1.09049,0.22017,0.00916,0.43989,0.02223,0,9.74e-05,9.74e-05,9.74e-05
124,21504,0.91307,0.43929,0.0805,0.75839,0.01053,0.00392,0.97237,0.94663,0.97115,0.64537,0.97713,0.95109,0.97446,0.954,1.09027,0.22539,0.00936,0.43892,0.02222,0,9.41e-05,9.41e-05,9.41e-05
125,21676.6,0.92025,0.43667,0.08043,0.75748,0.01061,0.00601,0.97303,0.94527,0.97006,0.64419,0.97812,0.94991,0.97355,0.95296,1.08998,0.22018,0.00899,0.43967,0.02222,0,9.08e-05,9.08e-05,9.08e-05
126,21849.8,0.91545,0.42662,0.08005,0.75368,0.01059,0.00584,0.97326,0.94534,0.9703,0.64373,0.97913,0.94898,0.97395,0.95319,1.09029,0.22,0.0089,0.43862,0.02223,0,8.75e-05,8.75e-05,8.75e-05
127,22020.8,0.90389,0.41801,0.07792,0.74071,0.01046,0.00331,0.97324,0.94448,0.97043,0.64479,0.97894,0.94846,0.97414,0.95299,1.08976,0.21989,0.0088,0.43817,0.02221,0,8.42e-05,8.42e-05,8.42e-05
128,22192,0.90612,0.42093,0.07853,0.74277,0.01044,0.00216,0.97417,0.94455,0.97045,0.64472,0.97895,0.94908,0.97393,0.95322,1.08978,0.21991,0.00873,0.43818,0.02221,0,8.09e-05,8.09e-05,8.09e-05
129,22363.6,0.9087,0.42235,0.07768,0.75036,0.0104,0.0062,0.97484,0.9462,0.97021,0.64448,0.97985,0.95083,0.97398,0.95277,1.0896,0.21996,0.00862,0.43858,0.0222,0,7.76e-05,7.76e-05,7.76e-05
130,22535.6,0.90716,0.42135,0.07797,0.74648,0.01052,0.00462,0.97607,0.94588,0.97004,0.64383,0.98085,0.95008,0.97386,0.95267,1.09004,0.22011,0.00854,0.43866,0.02221,0,7.43e-05,7.43e-05,7.43e-05
131,22708.2,0.90459,0.42092,0.07867,0.74562,0.01044,0.00215,0.97536,0.9462,0.97011,0.64384,0.98086,0.95079,0.97383,0.95259,1.08964,0.22008,0.0085,0.43721,0.0222,0,7.1e-05,7.1e-05,7.1e-05
132,22880.8,0.89953,0.41795,0.07798,0.74569,0.01038,0.00046,0.975,0.9462,0.96976,0.64451,0.98084,0.94965,0.97361,0.95219,1.0891,0.22019,0.00845,0.43887,0.02219,0,6.77e-05,6.77e-05,6.77e-05
133,23052.6,0.89878,0.41453,0.07753,0.74475,0.01031,0.0005,0.97505,0.9427,0.96975,0.64435,0.98079,0.94711,0.97337,0.952,1.08869,0.22016,0.00839,0.43986,0.02218,0,6.44e-05,6.44e-05,6.44e-05
134,23224.6,0.8989,0.41694,0.07766,0.74389,0.01032,0.00339,0.97484,0.94434,0.96973,0.64465,0.98082,0.94871,0.97358,0.95211,1.08844,0.22022,0.00832,0.43902,0.02217,0,6.11e-05,6.11e-05,6.11e-05
135,23396.9,0.89961,0.41209,0.07672,0.7423,0.01036,0.00059,0.97415,0.9462,0.96924,0.64531,0.97897,0.94991,0.97349,0.95221,1.08828,0.2205,0.0082,0.43775,0.02217,0,5.78e-05,5.78e-05,5.78e-05
136,23568.1,0.89527,0.41506,0.07703,0.74156,0.01026,0.0003,0.97472,0.94527,0.969,0.64505,0.97998,0.94991,0.97344,0.95217,1.08852,0.22044,0.0081,0.43719,0.02217,0,5.45e-05,5.45e-05,5.45e-05
137,23740.1,0.89229,0.41222,0.0783,0.74197,0.01029,0.0014,0.9758,0.9462,0.96902,0.64431,0.98129,0.95083,0.97361,0.95166,1.08805,0.22063,0.00802,0.43673,0.02216,0,5.12e-05,5.12e-05,5.12e-05
138,23911.9,0.89504,0.41024,0.07627,0.73562,0.01028,0.00251,0.97611,0.94763,0.96904,0.64475,0.97992,0.95088,0.97357,0.95158,1.08915,0.22066,0.00796,0.43545,0.02216,0,4.79e-05,4.79e-05,4.79e-05
139,24083.3,0.88962,0.40429,0.077,0.73675,0.01022,0.00215,0.97592,0.94712,0.96963,0.64428,0.98029,0.95083,0.9736,0.95198,1.08865,0.22056,0.0079,0.43575,0.02215,0,4.46e-05,4.46e-05,4.46e-05
140,24255,0.88885,0.40589,0.07757,0.7387,0.01027,0.00014,0.97589,0.94712,0.96929,0.64319,0.97986,0.95083,0.97356,0.95203,1.08875,0.22061,0.00785,0.43609,0.02215,0,4.13e-05,4.13e-05,4.13e-05
141,24428.4,0.76024,0.21385,0.03377,0.57621,0.01113,0.04501,0.976,0.94712,0.96954,0.64428,0.98118,0.94991,0.97352,0.95185,1.08854,0.21875,0.00767,0.43463,0.02215,0,3.8e-05,3.8e-05,3.8e-05
142,24593.3,0.74299,0.19788,0.0325,0.55693,0.01085,0.0231,0.97402,0.9462,0.9692,0.64415,0.97893,0.94898,0.97345,0.95176,1.08912,0.21873,0.00759,0.43468,0.02215,0,3.47e-05,3.47e-05,3.47e-05
143,24758.6,0.73552,0.19936,0.03152,0.55256,0.01065,0.01593,0.97421,0.94596,0.96898,0.64385,0.97894,0.94864,0.97333,0.95167,1.08964,0.21887,0.00751,0.4358,0.02214,0,3.14e-05,3.14e-05,3.14e-05
144,24924.1,0.7348,0.19916,0.0319,0.5508,0.01063,0.01282,0.97486,0.9462,0.96899,0.64347,0.97926,0.94805,0.97324,0.95152,1.08901,0.21893,0.00743,0.4369,0.02213,0,2.81e-05,2.81e-05,2.81e-05
145,25090.2,0.7292,0.19436,0.02925,0.54811,0.01051,0.0104,0.97551,0.9462,0.96835,0.64414,0.97988,0.94864,0.97259,0.95087,1.08859,0.21908,0.00735,0.43738,0.02213,0,2.48e-05,2.48e-05,2.48e-05
146,25255.8,0.72742,0.19425,0.02916,0.54657,0.01048,0.006,0.97511,0.94496,0.96811,0.64316,0.9792,0.94712,0.97231,0.95073,1.08887,0.21916,0.00727,0.4389,0.02212,0,2.15e-05,2.15e-05,2.15e-05
147,25421.4,0.72311,0.19412,0.02969,0.54183,0.01051,0.01075,0.97598,0.94245,0.96759,0.64263,0.97976,0.94312,0.97173,0.95006,1.08896,0.22084,0.00735,0.44067,0.02212,0,1.82e-05,1.82e-05,1.82e-05
148,25586.5,0.72206,0.18917,0.02877,0.54431,0.01039,0.00666,0.97127,0.94084,0.96741,0.64221,0.97698,0.94434,0.97172,0.94993,1.08897,0.22096,0.00732,0.44149,0.02211,0,1.49e-05,1.49e-05,1.49e-05
149,25751.6,0.7187,0.18918,0.02914,0.54065,0.01036,0.00732,0.97413,0.94305,0.9674,0.64197,0.97806,0.94527,0.9717,0.94994,1.08817,0.22103,0.00729,0.44222,0.0221,0,1.16e-05,1.16e-05,1.16e-05
150,25916.7,0.71747,0.1896,0.0298,0.53803,0.01036,0.0117,0.976,0.94156,0.96737,0.64139,0.98167,0.94371,0.97161,0.9494,1.08827,0.22141,0.00723,0.44204,0.0221,0,8.3e-06,8.3e-06,8.3e-06
